date,open,high,low,last,close,number_of_shares,number_of_trades,turnover,vwap
2024-05-13,35.7,36.25,35.55,35.86,35.86,3796367,2627,136357725,35.918
2024-05-14,35.97,36.17,35.3,35.62,35.62,4635268,3002,165309440,35.6634
2024-05-15,35.68,35.68,34.65,34.84,34.84,6828201,4203,239079809,35.0136
2024-05-16,35.0,35.8,34.78,35.65,35.65,5204075,3046,184522602,35.4573
2024-05-17,0.0,0.0,0.0,0.0,35.65,0,0,0,0.0
2024-05-20,0.0,0.0,0.0,0.0,35.65,0,0,0,0.0
2024-05-21,35.95,36.75,35.74,36.53,36.53,4709550,2723,171041383,36.318
2024-05-22,36.28,36.7,36.03,36.24,36.24,3220686,2006,117024353,36.3352
2024-05-23,36.24,37.08,36.2,37.08,37.08,2928620,2009,107707783,36.7777
2024-05-24,36.8,36.87,36.14,36.53,36.53,2561999,1830,93404239,36.4577
2024-05-27,36.51,36.89,36.51,36.85,36.85,1431261,1385,52657022,36.7907
2024-05-28,36.97,36.97,36.34,36.89,36.89,2753387,1807,101179521,36.7473
2024-05-29,36.99,37.93,36.84,36.94,36.94,2874068,1819,106895894,37.1932
2024-05-30,36.86,37.33,36.59,37.18,37.18,3362196,1840,124809290,37.1213
2024-05-31,37.0,37.38,36.82,37.15,37.15,4050781,2189,150360763,37.119
2024-06-03,37.34,38.14,37.2,37.2,37.2,6529788,3708,245655464,37.6207
2024-06-04,36.85,36.85,34.92,35.25,35.25,10649928,7462,378903958,35.5781
2024-06-05,35.36,35.85,35.23,35.32,35.32,3382897,2271,119812375,35.4171
2024-06-06,35.4,35.6,34.84,35.0,35.0,2521140,2172,88420873,35.0718
2024-06-07,35.48,35.56,34.73,35.27,35.27,3582861,2247,125725685,35.0909
2024-06-10,35.3,35.54,34.85,35.17,35.17,2667658,1979,93628285,35.0976
2024-06-11,35.32,35.73,34.93,35.12,35.12,3673928,2253,129473637,35.2412
2024-06-12,35.1,35.44,34.87,35.15,35.15,2805319,2111,98694287,35.1811
2024-06-13,35.0,35.0,33.96,34.23,34.23,4746971,3327,162574927,34.2481
2024-06-14,34.24,34.49,33.86,33.86,33.86,2710378,1931,92278612,34.0464
2024-06-17,33.84,34.31,33.51,34.06,34.06,2901769,1961,98706918,34.0161
2024-06-18,34.3,34.78,34.16,34.6,34.6,2688060,1878,92712866,34.4906
