date,open,high,low,last,close,number_of_shares,number_of_trades,turnover,vwap
2024-05-13,678.0,678.0,663.5,678.0,678.0,177467,1214,119687864,674.4232
2024-05-14,651.5,673.5,631.5,656.0,656.0,481853,3708,315318585,654.3878
2024-05-15,657.0,674.5,656.0,661.0,661.0,213284,2042,141534794,663.5978
2024-05-16,662.0,672.0,653.5,672.0,672.0,189734,1296,126736586,667.9698
2024-05-17,0.0,0.0,0.0,0.0,672.0,0,0,0,0.0
2024-05-20,0.0,0.0,0.0,0.0,672.0,0,0,0,0.0
2024-05-21,670.5,677.0,662.5,667.5,667.5,185908,1443,124115326,667.6169
2024-05-22,668.0,669.0,660.5,663.0,663.0,91878,894,60986266,663.7744
2024-05-23,662.5,668.0,659.0,661.0,661.0,82610,782,54651207,661.5568
2024-05-24,657.5,659.5,651.5,656.0,656.0,90439,799,59283496,655.5081
2024-05-27,657.0,666.0,653.0,662.0,662.0,69554,695,45997339,661.3115
2024-05-28,663.5,664.5,652.0,656.0,656.0,152624,1261,100065355,655.6332
2024-05-29,654.5,654.5,633.0,633.0,633.0,252808,1933,161456660,638.6533
2024-05-30,631.5,635.0,625.0,629.0,629.0,168192,1331,105927453,629.8008
2024-05-31,630.0,638.5,627.5,638.5,638.5,783957,1742,499939357,637.7135
2024-06-03,640.5,644.0,637.0,640.5,640.5,141200,1166,90477513,640.7756
2024-06-04,640.5,640.5,619.5,625.0,625.0,193429,1380,121073872,625.9344
2024-06-05,627.0,627.0,617.5,619.5,619.5,151162,1120,93735748,620.1013
2024-06-06,620.0,629.5,618.5,626.5,626.5,127238,915,79512685,624.913
2024-06-07,591.0,601.0,591.0,601.0,601.0,238464,1597,142675682,598.3112
2024-06-10,599.0,601.5,592.5,593.0,593.0,109079,861,64836077,594.3956
2024-06-11,593.5,596.0,585.5,589.0,589.0,172245,1099,101579327,589.7375
2024-06-12,589.0,590.5,584.0,585.0,585.0,104232,936,61067509,585.8806
2024-06-13,584.0,599.0,583.0,595.5,595.5,161269,1083,95784114,593.9493
2024-06-14,594.0,610.0,594.0,605.0,605.0,166500,1239,100624585,604.3542
2024-06-17,606.5,612.5,603.0,606.0,606.0,126810,904,76907199,606.4713
2024-06-18,608.0,614.0,604.0,607.0,607.0,116931,893,71032492,607.4736
2024-06-19,606.5,610.0,604.0,604.0,604.0,122861,525,74253592,604.3707
2024-06-20,604.0,607.0,598.5,604.0,604.0,112205,788,67696342,603.3273
2024-06-21,601.0,605.5,598.0,602.5,602.5,252701,1226,151952190,601.3122
2024-06-24,600.5,602.5,593.0,601.0,601.0,74193,755,44518997,600.0431
2024-06-25,600.5,602.5,587.0,594.5,594.5,89211,691,52986867,593.9499
2024-06-26,596.0,597.5,584.0,584.0,584.0,173880,879,101827553,585.6129
2024-06-27,583.5,584.5,559.5,561.0,561.0,302209,2321,170289443,563.4783
2024-06-28,557.0,563.0,549.0,562.0,562.0,232962,1412,130461766,560.0131
2024-07-01,563.5,565.0,551.0,554.0,554.0,130497,1080,72440488,555.1123
2024-07-02,553.0,559.0,543.5,559.0,559.0,179700,1388,99846525,555.629
2024-07-03,560.5,563.5,553.0,554.5,554.5,81994,810,45597772,556.1111
2024-07-04,554.5,557.5,551.5,552.5,552.5,46970,427,25979143,553.1008
2024-07-05,552.5,564.0,552.5,558.0,558.0,136144,630,76275514,560.2562
2024-07-08,561.0,575.5,561.0,571.5,571.5,128517,1136,73376687,570.9493
2024-07-09,570.0,574.0,568.5,570.5,570.5,82917,529,47333093,570.8491
2024-07-10,571.0,576.5,566.0,567.0,567.0,68074,573,38672835,568.0999
2024-07-11,569.5,571.0,556.5,557.5,557.5,89901,846,50254631,558.9997
2024-07-12,557.5,565.5,556.5,564.0,564.0,134378,729,75689855,563.2608
2024-07-15,564.0,567.5,561.5,563.5,563.5,77276,611,43583572,563.9988
2024-07-16,564.0,565.0,556.0,563.0,563.0,84075,601,47292942,562.509
2024-07-17,562.5,573.0,561.0,570.0,570.0,61371,576,34896564,568.6165
2024-07-18,572.5,579.5,569.5,577.0,577.0,73544,736,42374258,576.1756
2024-07-19,575.5,583.0,575.5,581.5,581.5,85108,729,49446536,580.9858
2024-07-22,581.5,585.5,578.0,583.0,583.0,36908,486,21504523,582.6521
2024-07-23,583.0,585.0,576.0,584.0,584.0,81841,532,47753985,583.4978
2024-07-24,581.0,585.0,577.5,584.5,584.5,94506,698,55133079,583.3818
2024-07-25,584.0,588.0,576.5,586.5,586.5,79696,944,46594250,584.6498
2024-07-26,588.0,596.5,588.0,591.5,591.5,100145,773,59270835,591.8477
2024-07-29,592.5,605.0,592.0,602.5,602.5,64251,710,38635470,601.3209
2024-07-30,609.5,616.0,606.5,615.0,615.0,161105,1293,98651781,612.3446
2024-07-31,618.0,631.5,617.0,628.0,628.0,152641,1137,95691397,626.9049
2024-08-01,629.0,633.0,619.0,623.5,623.5,134907,741,84188704,624.0499
2024-08-02,620.0,623.0,603.0,604.0,604.0,125372,1139,76066509,606.7265
2024-08-05,585.0,592.5,575.5,577.5,577.5,217182,1729,126505143,582.4845
2024-08-06,583.0,598.5,583.0,595.0,595.0,162091,1455,96238633,593.7321
2024-08-07,596.5,612.0,594.5,612.0,612.0,127556,833,77716355,609.2724
2024-08-08,611.0,623.0,608.5,620.0,620.0,111189,821,68826043,618.9669
2024-08-09,627.0,632.5,621.25,626.0,626.0,96432,1064,60422810,626.6017
2024-08-12,628.0,633.5,625.0,628.0,628.0,94760,809,59505859,627.9639
2024-08-13,637.0,642.0,630.5,638.5,638.5,169329,1372,108019733,637.9281
2024-08-14,639.5,646.5,635.0,641.0,641.0,90499,981,57999487,640.8854
2024-08-15,641.5,645.0,638.0,638.0,638.0,73297,628,46866537,639.4059
2024-08-16,639.0,642.5,632.0,634.5,634.5,130378,792,82688822,634.2218
2024-08-19,632.5,639.5,632.5,638.5,638.5,120795,837,77042120,637.7923
2024-08-20,610.0,623.0,591.0,591.0,591.0,386416,2923,232356468,601.3062
2024-08-21,595.0,600.0,583.5,590.0,590.0,212576,1537,125741242,591.5119
2024-08-22,588.5,589.5,581.0,581.0,581.0,153526,976,89559709,583.3473
2024-08-23,580.0,587.0,575.0,580.0,580.0,128681,833,74765721,581.016
2024-08-26,579.0,583.0,577.0,582.0,582.0,74319,692,43181259,581.0258
2024-08-27,583.0,587.0,576.5,577.0,577.0,82380,928,47751056,579.6438
2024-08-28,577.0,580.0,566.5,566.5,566.5,188240,840,107067156,568.78
2024-08-29,565.0,565.0,548.0,549.5,549.5,212301,1573,117607721,553.9669
2024-08-30,551.0,553.5,545.5,551.0,551.0,321513,1789,176864155,550.1001
2024-09-02,549.5,551.5,540.5,540.5,540.5,305463,1129,166476812,544.9983
2024-09-03,541.5,541.5,531.0,531.0,531.0,264609,1299,141169822,533.5035
2024-09-04,526.0,539.5,525.0,535.5,535.5,182824,1139,97795926,534.9177
2024-09-05,537.0,546.0,535.5,545.5,545.5,200362,1061,109005308,544.0418
