date,open,high,low,last,close,number_of_shares,number_of_trades,turnover,vwap
2024-05-13,182.25738,182.45294,181.08405,181.86627,181.86627,227230,639,41308062,181.7896
2024-05-14,181.37738,181.96405,179.91072,181.08405,181.08405,214618,676,38823841,180.8968
2024-05-15,180.8885,181.47516,179.71517,179.71517,179.71517,388667,707,70026354,180.1702
2024-05-16,179.03072,181.18183,179.03072,179.61739,179.61739,240929,914,43313542,179.7768
2024-05-17,0.0,0.0,0.0,0.0,179.61739,0,0,0,0.0
2024-05-20,0.0,0.0,0.0,0.0,179.61739,0,0,0,0.0
2024-05-21,171.20852,177.56406,170.71963,177.46628,177.46628,352425,1078,62248478,176.6288
2024-05-22,177.46628,179.91072,177.27073,179.51961,179.51961,183914,810,32950562,179.1625
2024-05-23,179.51961,180.59516,178.44406,179.51961,179.51961,254859,853,45745044,179.4915
2024-05-24,179.03072,180.39961,178.34628,180.20405,180.20405,202089,535,36352915,179.8854
2024-05-27,180.20405,180.98627,179.1285,180.0085,180.0085,122990,440,22151333,180.1062
2024-05-28,179.81294,181.47516,179.03072,179.42183,179.42183,226999,560,40807005,179.7666
2024-05-29,179.32406,180.69294,177.46628,178.54184,178.54184,294362,634,52573940,178.603
2024-05-30,178.54184,179.51961,177.75961,179.1285,179.1285,360226,829,64465879,178.9591
2024-05-31,178.83517,180.39961,178.44406,179.61739,179.61739,1512956,900,271761135,179.6226
2024-06-03,180.39961,180.69294,177.56406,178.34628,178.34628,194325,558,34688515,178.507
2024-06-04,178.44406,179.1285,176.48851,179.1285,179.1285,271390,700,48486177,178.6584
2024-06-05,179.51961,181.57294,179.22628,180.8885,180.8885,211883,627,38311743,180.8147
2024-06-06,180.8885,181.47516,179.32406,181.47516,181.47516,223756,464,40474553,180.8863
2024-06-07,180.8885,181.57294,179.91072,181.08405,181.08405,208834,594,37800293,181.0062
2024-06-10,181.08405,181.08405,179.91072,179.91072,179.91072,214504,547,38611557,180.0037
2024-06-11,179.91072,180.30183,177.85739,179.03072,179.03072,217753,701,38972910,178.9772
2024-06-12,179.61739,182.15961,179.61739,181.96405,181.96405,220084,698,39960299,181.5682
2024-06-13,182.06183,184.31071,181.7685,184.31071,184.31071,266125,615,48940144,183.8988
2024-06-14,184.40849,185.28849,183.13738,184.7996,184.7996,333959,860,61687660,184.7163
2024-06-17,184.7996,187.04848,184.7996,185.28849,185.28849,334037,839,61973228,185.5276
2024-06-18,184.7996,186.75515,184.60404,186.65737,186.65737,256662,557,47850263,186.4329
2024-06-19,186.65737,189.5907,186.65737,189.49292,189.49292,289174,677,54659632,189.0194
2024-06-20,189.49292,190.17737,188.7107,190.17737,190.17737,134995,474,25641119,189.941
