date,open,high,low,last,close,number_of_shares,number_of_trades,turnover
2024-09-27,1394.01,1408.33,1394.01,1406.93,1406.93,0,0,0
2024-09-30,1407.09,1417.85,1405.87,1416.3,1416.3,0,0,0
2024-10-01,1416.31,1430.43,1413.38,1424.67,1424.67,0,0,0
2024-10-02,1424.71,1442.12,1424.05,1437.67,1437.67,0,0,0
2024-10-03,1437.72,1439.28,1427.6,1436.15,1436.15,0,0,0
2024-10-04,1436.17,1450.8,1435.45,1449.45,1449.45,0,0,0
2024-10-07,1449.55,1451.94,1436.53,1442.48,1442.48,0,0,0
2024-10-08,1442.42,1442.42,1424.05,1424.05,1424.05,0,0,0
2024-10-09,1424.05,1431.66,1423.25,1431.66,1431.66,0,0,0
2024-10-10,1431.59,1444.23,1431.59,1443.63,1443.63,0,0,0
2024-10-11,1443.72,1450.75,1439.15,1449.34,1449.34,0,0,0
2024-10-14,1449.38,1451.75,1445.22,1450.21,1450.21,0,0,0
