strategy,price_lookback,short_lookback,volume_fast,volume_slow,breakout_lookback,ma_days,risk_lookback,accumulation_lookback,liquidity_lookback,min_liquidity_quantile,top_n,strategy_total_return,strategy_annualized_return,strategy_max_drawdown,strategy_sharpe,equal_weight_total_return,osebx_total_return,excess_vs_osebx
volume_trend_confirmation,63,21,20,100,63,50,63,63,20,0.25,3,-0.0060722798090154795,-0.0030511892583744427,-0.10038717124394203,-0.012120295260223044,0.37680370343265723,0.39099862331886404,-0.3970709031278795
volume_trend_confirmation,42,21,20,100,63,50,63,63,20,0.25,3,-0.0060722798090154795,-0.0030511892583744427,-0.10038717124394203,-0.012120295260223044,0.37680370343265723,0.39099862331886404,-0.3970709031278795
momentum_volume,189,21,10,50,63,50,63,63,20,0.25,5,-0.0063076826455522594,-0.0031696608497554513,-0.06082154200646783,-0.06407517480672292,0.37680370343265723,0.39099862331886404,-0.3973063059644163
quiet_accumulation,63,21,20,100,63,50,63,63,20,0.25,3,-0.0065714272735076795,-0.003302412676093658,-0.08049904172890432,-0.03246581883693161,0.37680370343265723,0.39099862331886404,-0.3975700505923717
breakout_volume,21,21,20,100,63,50,63,63,20,0.25,8,-0.006688014631381245,-0.0033611007375670132,-0.05792931071957963,-0.04603923148144122,0.37680370343265723,0.39099862331886404,-0.3976866379502453
volume_reversal,189,21,10,50,63,50,63,63,20,0.25,10,-0.006803633502908912,-0.003419304669545653,-0.03330825705938634,-0.17037319613593033,0.37680370343265723,0.39099862331886404,-0.39780225682177295
breakout_volume,21,21,5,20,126,50,63,63,20,0.25,3,-0.006993994486261146,-0.0035151420363849217,-0.024238619639283643,-0.10443410537800613,0.37680370343265723,0.39099862331886404,-0.3979926178051252
breakout_liquidity,21,21,10,50,126,50,63,63,20,0.25,8,-0.007053262871377086,-0.0035449826140716567,-0.05380974019693674,-0.06119122532446631,0.37680370343265723,0.39099862331886404,-0.3980518861902411
risk_adjusted_momentum,42,21,5,20,63,50,63,63,20,0.25,3,-0.007070532133338636,-0.003553677547271872,-0.052551727636846346,-0.05338828367794675,0.37680370343265723,0.39099862331886404,-0.39806915545220267
obv_accumulation,126,21,10,50,63,50,63,63,20,0.25,5,-0.007147232291018435,-0.003592296364566594,-0.05349922163421583,-0.061969385625179396,0.37680370343265723,0.39099862331886404,-0.39814585560988247
volume_reversal,126,21,5,20,63,50,63,63,20,0.25,5,-0.007311427427738937,-0.003674974230043815,-0.026512369394577462,-0.13389634346896934,0.37680370343265723,0.39099862331886404,-0.398310050746603
volume_trend_confirmation,189,21,5,20,63,50,63,63,20,0.25,3,-0.00744367157991932,-0.003741568636673742,-0.06676240049435767,-0.05121869797770594,0.37680370343265723,0.39099862331886404,-0.39844229489878336
obv_accumulation,126,21,5,20,63,50,63,63,20,0.25,5,-0.007611726971588184,-0.003826202947879498,-0.05268982096669006,-0.07811178094206823,0.37680370343265723,0.39099862331886404,-0.3986103502904522
momentum_volume,189,21,20,100,63,50,63,63,20,0.25,5,-0.0077485979969659224,-0.0038951377892345596,-0.06480226323594485,-0.0765081264141796,0.37680370343265723,0.39099862331886404,-0.39874722131582996
momentum_volume,42,21,5,20,63,50,63,63,20,0.25,5,-0.00797028775064268,-0.004006801480764377,-0.05078502835734999,-0.07890841852605078,0.37680370343265723,0.39099862331886404,-0.3989689110695067
breakout_volume,21,21,10,50,126,50,63,63,20,0.25,3,-0.007986244111158669,-0.004014839075755838,-0.06761551479902372,-0.03190067032049354,0.37680370343265723,0.39099862331886404,-0.3989848674300227
quiet_accumulation,189,21,20,100,63,50,63,63,20,0.25,5,-0.007990016587000603,-0.004016739370195865,-0.047432615899713926,-0.09871883662334353,0.37680370343265723,0.39099862331886404,-0.39898863990586464
obv_accumulation,126,21,20,100,63,50,63,63,20,0.25,5,-0.00835024469197021,-0.004198212250145605,-0.05464607060409077,-0.07550448148857405,0.37680370343265723,0.39099862331886404,-0.39934886801083425
quiet_accumulation,42,21,5,20,63,50,63,63,20,0.25,3,-0.008443060421665871,-0.004244975549922425,-0.029084896184568554,-0.17084154099854312,0.37680370343265723,0.39099862331886404,-0.3994416837405299
obv_accumulation,189,21,10,50,63,50,63,63,20,0.25,3,-0.008657704163695268,-0.004353127747583896,-0.07374676514812151,-0.05446601778359935,0.37680370343265723,0.39099862331886404,-0.3996563274825593
volume_reversal,189,21,10,50,63,50,63,63,20,0.25,8,-0.008839400892486915,-0.004444688106090777,-0.03461714195191523,-0.22397786859285482,0.37680370343265723,0.39099862331886404,-0.39983802421135095
volume_reversal,42,21,5,20,63,50,63,63,20,0.25,8,-0.008903520123611619,-0.00447700097475634,-0.032523202602349977,-0.15303224408358676,0.37680370343265723,0.39099862331886404,-0.39990214344247565
volume_reversal,42,21,5,20,63,50,63,63,20,0.25,10,-0.008903520123611619,-0.00447700097475634,-0.032523202602349977,-0.15303224408358676,0.37680370343265723,0.39099862331886404,-0.39990214344247565
liquidity_momentum,126,21,10,50,63,50,63,63,20,0.25,3,-0.008941331977203038,-0.004496056736103982,-0.07902484349885563,-0.05077948188299421,0.37680370343265723,0.39099862331886404,-0.3999399552960671
volume_trend_confirmation,42,21,5,20,63,50,63,63,20,0.25,3,-0.009402417178892342,-0.0047284555987211485,-0.08361383630096642,-0.05112764673848491,0.37680370343265723,0.39099862331886404,-0.4004010404977564
breakout_liquidity,21,21,10,50,63,50,63,63,20,0.25,8,-0.009487717743408286,-0.004771455196345253,-0.05605311234534238,-0.08469170635109291,0.37680370343265723,0.39099862331886404,-0.4004863410622723
breakout_volume,21,21,20,100,63,50,63,63,20,0.25,10,-0.009504253092647352,-0.004779790798576711,-0.06183956657651535,-0.07905823960652246,0.37680370343265723,0.39099862331886404,-0.4005028764115114
volume_trend_confirmation,189,21,20,100,63,50,63,63,20,0.25,5,-0.009793963136446204,-0.004925847207830292,-0.06644901785516999,-0.09641310144596003,0.37680370343265723,0.39099862331886404,-0.40079258645531024
volume_reversal,42,21,10,50,63,50,63,63,20,0.25,10,-0.00983021494184011,-0.004944124940556294,-0.04098987380902552,-0.153782613162796,0.37680370343265723,0.39099862331886404,-0.40082883826070415
volume_reversal,126,21,20,100,63,50,63,63,20,0.25,3,-0.009963589461778777,-0.005011373670745889,-0.031077310089322574,-0.12956265708541798,0.37680370343265723,0.39099862331886404,-0.4009622127806428
breakout_liquidity,21,21,10,50,126,50,63,63,20,0.25,5,-0.010106523380352561,-0.005083447354025661,-0.0549948336739553,-0.08279214414048998,0.37680370343265723,0.39099862331886404,-0.4011051466992166
volume_reversal,63,21,5,20,63,50,63,63,20,0.25,3,-0.01169021054669983,-0.005882360645116158,-0.03410278120594212,-0.15125513335096347,0.37680370343265723,0.39099862331886404,-0.40268883386556387
momentum_volume,63,21,5,20,63,50,63,63,20,0.25,5,-0.011765113786233794,-0.005920162432042075,-0.051761138115431704,-0.12497599326851644,0.37680370343265723,0.39099862331886404,-0.40276373710509783
momentum_volume,126,21,10,50,63,50,63,63,20,0.25,5,-0.011839803852114139,-0.005957858057180965,-0.05115775659720845,-0.1224492109974882,0.37680370343265723,0.39099862331886404,-0.4028384271709782
breakout_volume,42,21,5,20,126,50,63,63,20,0.25,3,-0.011896884160676024,-0.005986667101255394,-0.024238619639283643,-0.20968188049136574,0.37680370343265723,0.39099862331886404,-0.40289550747954006
volume_surge,42,21,10,50,63,50,63,63,20,0.25,5,-0.012005974003780118,-0.006041728222325293,-0.04836122695150924,-0.10479048443706154,0.37680370343265723,0.39099862331886404,-0.40300459732264415
volume_reversal,42,21,10,50,63,50,63,63,20,0.25,8,-0.012052216432378748,-0.006065069164248094,-0.04247486975515846,-0.1918457690087084,0.37680370343265723,0.39099862331886404,-0.4030508397512428
breakout_volume,21,21,10,50,126,50,63,63,20,0.25,5,-0.012342896654613522,-0.006211802952634793,-0.05429072730885831,-0.10872384655412712,0.37680370343265723,0.39099862331886404,-0.40334151997347756
momentum_volume,63,21,20,100,63,50,63,63,20,0.25,3,-0.012358069260834936,-0.006219462592256253,-0.12015721990966377,-0.0613528072224383,0.37680370343265723,0.39099862331886404,-0.40335669257969897
momentum_volume,63,21,10,50,63,50,63,63,20,0.25,3,-0.012856935457674634,-0.00647133961617774,-0.10081363080951877,-0.06445144770058202,0.37680370343265723,0.39099862331886404,-0.40385555877653867
volume_reversal,189,21,20,100,63,50,63,63,20,0.25,10,-0.013033596088110389,-0.006560550591502956,-0.029771629546083034,-0.30028728094541585,0.37680370343265723,0.39099862331886404,-0.4040322194069744
breakout_volume,21,21,20,100,63,50,63,63,20,0.25,5,-0.01372084262723361,-0.00690767551831406,-0.06598802278411453,-0.09540919095850472,0.37680370343265723,0.39099862331886404,-0.40471946594609765
breakout_liquidity,63,21,10,50,126,50,63,63,20,0.25,3,-0.013723345068221926,-0.006908939709431627,-0.0370395787176695,-0.13349838506251754,0.37680370343265723,0.39099862331886404,-0.40472196838708596
volume_reversal,42,21,5,20,63,50,63,63,20,0.25,5,-0.013757189175464535,-0.006926037340421964,-0.038123116867610496,-0.22950510391960793,0.37680370343265723,0.39099862331886404,-0.40475581249432857
volume_reversal,189,21,20,100,63,50,63,63,20,0.25,5,-0.013768650197340748,-0.006931827375422417,-0.030305485338245286,-0.3148616022595777,0.37680370343265723,0.39099862331886404,-0.4047672735162048
breakout_liquidity,21,21,10,50,63,50,63,63,20,0.25,5,-0.013872467353956308,-0.006984276666848199,-0.06332173337260194,-0.11331859213090734,0.37680370343265723,0.39099862331886404,-0.40487109067282034
risk_adjusted_momentum,42,21,5,20,63,50,63,63,20,0.25,5,-0.01405467389209536,-0.007076335578524273,-0.05975828891032109,-0.1499723917315563,0.37680370343265723,0.39099862331886404,-0.4050532972109594
volume_reversal,189,21,5,20,63,50,63,63,20,0.25,10,-0.014094245951331241,-0.007096330277377216,-0.030790860696422118,-0.36439763102192996,0.37680370343265723,0.39099862331886404,-0.4050928692701953
volume_reversal,189,21,5,20,63,50,63,63,20,0.25,8,-0.014094245951331241,-0.007096330277377216,-0.030790860696422118,-0.36439763102192996,0.37680370343265723,0.39099862331886404,-0.4050928692701953
volume_reversal,189,21,20,100,63,50,63,63,20,0.25,8,-0.014588896328086132,-0.007346297578344152,-0.032195383961637014,-0.3290319297571892,0.37680370343265723,0.39099862331886404,-0.40558751964695017
quiet_accumulation,21,21,10,50,63,50,63,63,20,0.25,5,-0.014729122485399593,-0.0074171710311963235,-0.0561311555136812,-0.13942388510041234,0.37680370343265723,0.39099862331886404,-0.40572774580426363
obv_accumulation,126,21,20,100,63,50,63,63,20,0.25,3,-0.015217949750321424,-0.007664274629952561,-0.07344945121427227,-0.11551463348562092,0.37680370343265723,0.39099862331886404,-0.40621657306918546
breakout_volume,63,21,5,20,126,50,63,63,20,0.25,3,-0.01523784527691141,-0.007674333170535008,-0.024238619639283643,-0.25944836793253234,0.37680370343265723,0.39099862331886404,-0.40623646859577545
risk_adjusted_momentum,126,21,10,50,63,50,63,63,20,0.25,5,-0.015704343373309504,-0.007910208685609765,-0.050721814589292924,-0.1715959816518244,0.37680370343265723,0.39099862331886404,-0.40670296669217354
momentum_volume,126,21,20,100,63,50,63,63,20,0.25,5,-0.01593704220904968,-0.008027889062299565,-0.05268570168223252,-0.16229633256780637,0.37680370343265723,0.39099862331886404,-0.4069356655279137
breakout_volume,189,21,20,100,63,50,63,63,20,0.25,3,-0.016430719842136066,-0.008277597470378595,-0.08251734396693311,-0.10107539506566479,0.37680370343265723,0.39099862331886404,-0.4074293431610001
risk_adjusted_momentum,126,21,20,100,63,50,63,63,20,0.25,5,-0.016559079144439104,-0.00834253346280267,-0.053120374423431205,-0.1774363762440207,0.37680370343265723,0.39099862331886404,-0.40755770246330314
quiet_accumulation,189,21,5,20,63,50,63,63,20,0.25,3,-0.016883249619279006,-0.008506547637839201,-0.02700817245143794,-0.4455375985989487,0.37680370343265723,0.39099862331886404,-0.40788187293814304
volume_trend_confirmation,126,21,20,100,63,50,63,63,20,0.25,5,-0.01688862167877625,-0.008509265860353943,-0.051992023584827574,-0.1608732032952758,0.37680370343265723,0.39099862331886404,-0.4078872449976403
breakout_volume,21,21,20,100,126,50,63,63,20,0.25,8,-0.01696051953759148,-0.00854564635945243,-0.06297244171961747,-0.15768540973066955,0.37680370343265723,0.39099862331886404,-0.4079591428564555
breakout_liquidity,63,21,10,50,63,50,63,63,20,0.25,3,-0.017431744547263484,-0.008784120239156534,-0.04339351704263461,-0.16855661538663558,0.37680370343265723,0.39099862331886404,-0.4084303678661275
momentum_volume,189,21,20,100,63,50,63,63,20,0.25,3,-0.017904321176501203,-0.009023335376133423,-0.0989964450367049,-0.11555483799650852,0.37680370343265723,0.39099862331886404,-0.40890294449536524
volume_surge,189,21,5,20,63,50,63,63,20,0.25,3,-0.019229398529331032,-0.00969438674491252,-0.04236470099474421,-0.3757323420562823,0.37680370343265723,0.39099862331886404,-0.41022802184819507
breakout_volume,126,21,5,20,126,50,63,63,20,0.25,3,-0.019311459644838047,-0.00973595933818272,-0.024238619639283643,-0.3471203628883092,0.37680370343265723,0.39099862331886404,-0.4103100829637021
breakout_volume,63,21,20,100,63,50,63,63,20,0.25,3,-0.019566944812932863,-0.009865400569995297,-0.08703009891783198,-0.127986701243833,0.37680370343265723,0.39099862331886404,-0.4105655681317969
breakout_volume,42,21,5,20,63,50,63,63,20,0.25,3,-0.01993346400152496,-0.010051126400203003,-0.025824535604658916,-0.32867804219166136,0.37680370343265723,0.39099862331886404,-0.410932087320389
volume_reversal,189,21,10,50,63,50,63,63,20,0.25,5,-0.01999038400212161,-0.010079972508565627,-0.04013670878391329,-0.5077409748189778,0.37680370343265723,0.39099862331886404,-0.41098900732098564
breakout_volume,63,21,10,50,126,50,63,63,20,0.25,3,-0.02044334871119291,-0.010309557241923728,-0.0666812618078404,-0.13013268088141108,0.37680370343265723,0.39099862331886404,-0.41144197203005695
volume_reversal,189,21,5,20,63,50,63,63,20,0.25,5,-0.020939966027267887,-0.010561328058542596,-0.037181258713852805,-0.53973017781479,0.37680370343265723,0.39099862331886404,-0.4119385893461319
breakout_volume,21,21,20,100,126,50,63,63,20,0.25,10,-0.02158227313921146,-0.010887053841008187,-0.06737787057407452,-0.21399283613432124,0.37680370343265723,0.39099862331886404,-0.4125808964580755
volume_reversal,126,21,5,20,63,50,63,63,20,0.25,3,-0.021842663403043527,-0.01101913289794576,-0.031342653302415036,-0.35098938697513715,0.37680370343265723,0.39099862331886404,-0.41284128672190756
obv_accumulation,126,21,5,20,63,50,63,63,20,0.25,3,-0.02233641818243881,-0.011269630722666513,-0.0770029420196785,-0.18054839164860217,0.37680370343265723,0.39099862331886404,-0.41333504150130285
volume_trend_confirmation,126,21,5,20,63,50,63,63,20,0.25,5,-0.02399366187942875,-0.01211086543646478,-0.04820204218076052,-0.30365154408330297,0.37680370343265723,0.39099862331886404,-0.4149922851982928
volume_surge,21,21,10,50,63,50,63,63,20,0.25,10,-0.02493796964417405,-0.012590524551167825,-0.05028087555882099,-0.27464053936324484,0.37680370343265723,0.39099862331886404,-0.4159365929630381
momentum_volume,126,21,10,50,63,50,63,63,20,0.25,3,-0.024977880368548533,-0.012610802215512362,-0.08105591355837616,-0.17063262524158063,0.37680370343265723,0.39099862331886404,-0.41597650368741257
volume_surge,42,21,10,50,63,50,63,63,20,0.25,8,-0.02498578405446572,-0.012614817934363032,-0.05256952232495726,-0.34645337845565344,0.37680370343265723,0.39099862331886404,-0.41598440737332976
volume_surge,189,21,5,20,63,50,63,63,20,0.25,5,-0.025320176995645594,-0.01278473175973116,-0.04060121532034022,-0.5105875666840171,0.37680370343265723,0.39099862331886404,-0.41631880031450963
volume_surge,42,21,20,100,63,50,63,63,20,0.25,10,-0.0255358527323869,-0.012894337668638012,-0.059557291649316224,-0.33052760232617545,0.37680370343265723,0.39099862331886404,-0.41653447605125093
volume_reversal,42,21,10,50,63,50,63,63,20,0.25,5,-0.025768758692117366,-0.013012713512600471,-0.05448024673211749,-0.42939209826015357,0.37680370343265723,0.39099862331886404,-0.4167673820109814
quiet_accumulation,126,21,5,20,63,50,63,63,20,0.25,3,-0.02620151208306154,-0.013232700454185231,-0.031114518031017613,-0.5450738318670331,0.37680370343265723,0.39099862331886404,-0.4172001354019256
obv_accumulation,63,21,10,50,63,50,63,63,20,0.25,3,-0.026292560069352322,-0.013278990217506781,-0.10077899461754025,-0.19386717401083828,0.37680370343265723,0.39099862331886404,-0.41729118338821636
volume_surge,189,21,5,20,63,50,63,63,20,0.25,10,-0.026832318107532727,-0.013553453240723656,-0.04173014919865259,-0.5488885583291045,0.37680370343265723,0.39099862331886404,-0.41783094142639676
volume_surge,189,21,5,20,63,50,63,63,20,0.25,8,-0.027034576793532494,-0.013656319843044606,-0.04192931158809754,-0.5527564553927011,0.37680370343265723,0.39099862331886404,-0.41803320011239653
volume_surge,21,21,10,50,63,50,63,63,20,0.25,8,-0.02713924065765061,-0.013709554947328284,-0.052424933182328104,-0.3036760224083706,0.37680370343265723,0.39099862331886404,-0.41813786397651465
volume_surge,63,21,5,20,63,50,63,63,20,0.25,3,-0.02721466271689299,-0.013747918583101648,-0.04094249879465073,-0.45402467499737,0.37680370343265723,0.39099862331886404,-0.418213286035757
breakout_volume,189,21,20,100,126,50,63,63,20,0.25,3,-0.02730772986806196,-0.013795259485748446,-0.09266352100764252,-0.19750015274263868,0.37680370343265723,0.39099862331886404,-0.418306353186926
risk_adjusted_momentum,42,21,10,50,63,50,63,63,20,0.25,3,-0.027398933177044227,-0.013841654488792932,-0.06863354010027056,-0.23035104607571455,0.37680370343265723,0.39099862331886404,-0.41839755649590826
quiet_accumulation,126,21,20,100,63,50,63,63,20,0.25,5,-0.027581245446483216,-0.01393440299822013,-0.05976290063415579,-0.3535179189271702,0.37680370343265723,0.39099862331886404,-0.41857986876534725
quiet_accumulation,189,21,20,100,63,50,63,63,20,0.25,3,-0.027629801944727528,-0.013959106816726963,-0.08741694091588137,-0.2468100224796309,0.37680370343265723,0.39099862331886404,-0.41862842526359156
volume_trend_confirmation,126,21,10,50,63,50,63,63,20,0.25,5,-0.02792127134615019,-0.014107408997718784,-0.057512452545834813,-0.3236047398108975,0.37680370343265723,0.39099862331886404,-0.4189198946650142
risk_adjusted_momentum,21,21,20,100,63,50,63,63,20,0.25,3,-0.02794856476252472,-0.014121297261195376,-0.08883412901053411,-0.22070026087622768,0.37680370343265723,0.39099862331886404,-0.41894718808138875
breakout_volume,21,21,20,100,126,50,63,63,20,0.25,5,-0.028310653715079126,-0.014305564729648168,-0.07035686718663559,-0.22874877938233928,0.37680370343265723,0.39099862331886404,-0.41930927703394316
volume_reversal,189,21,20,100,63,50,63,63,20,0.25,3,-0.028594943016025276,-0.014450263847856415,-0.03869620709188493,-0.5695998916677673,0.37680370343265723,0.39099862331886404,-0.4195935663348893
quiet_accumulation,21,21,5,20,63,50,63,63,20,0.25,3,-0.028769061152428055,-0.014538897865799427,-0.03577231892088473,-0.6556404706481701,0.37680370343265723,0.39099862331886404,-0.4197676844712921
momentum_volume,42,21,5,20,63,50,63,63,20,0.25,3,-0.029197908841348208,-0.014757234535335617,-0.06163392843946358,-0.2924098579171305,0.37680370343265723,0.39099862331886404,-0.42019653216021224
obv_accumulation,126,21,10,50,63,50,63,63,20,0.25,3,-0.030056453353363044,-0.015194484651990359,-0.08665308475551392,-0.24626604623324005,0.37680370343265723,0.39099862331886404,-0.4210550766722271
volume_surge,42,21,20,100,63,50,63,63,20,0.25,8,-0.030114411014289244,-0.015224008990419424,-0.06837542074857539,-0.3682773571851835,0.37680370343265723,0.39099862331886404,-0.4211130343331533
quiet_accumulation,63,21,5,20,63,50,63,63,20,0.25,3,-0.030195875301842978,-0.01526550937706983,-0.03532328028446352,-0.633043298544077,0.37680370343265723,0.39099862331886404,-0.421194498620707
volume_trend_confirmation,63,21,10,50,63,50,63,63,20,0.25,3,-0.030373269800735514,-0.015355885542159498,-0.11058564728080422,-0.19954096380729688,0.37680370343265723,0.39099862331886404,-0.42137189311959955
volume_surge,126,21,20,100,63,50,63,63,20,0.25,10,-0.03091831696244307,-0.01563361917336603,-0.07052199584040242,-0.36396705789483597,0.37680370343265723,0.39099862331886404,-0.4219169402813071
volume_surge,42,21,5,20,63,50,63,63,20,0.25,3,-0.030996368097672478,-0.01567339719432015,-0.05114735219789501,-0.4927427615090336,0.37680370343265723,0.39099862331886404,-0.4219949914165365
breakout_volume,189,21,10,50,63,50,63,63,20,0.25,3,-0.031727627939086234,-0.01604615441424595,-0.09118868714610195,-0.24068827131664108,0.37680370343265723,0.39099862331886404,-0.42272625125795027
breakout_volume,21,21,20,100,63,50,63,63,20,0.25,3,-0.031939687057241595,-0.01615427706448347,-0.09122185559580664,-0.21546978253400836,0.37680370343265723,0.39099862331886404,-0.42293831037610563
breakout_volume,42,21,20,100,126,50,63,63,20,0.25,3,-0.03219113403709828,-0.01628249771092205,-0.08532039099755284,-0.23528536334573547,0.37680370343265723,0.39099862331886404,-0.4231897573559623
volume_trend_confirmation,189,21,20,100,63,50,63,63,20,0.25,3,-0.033144070439742546,-0.016768580386066656,-0.09721165250511155,-0.25077661236182686,0.37680370343265723,0.39099862331886404,-0.4241426937586066
breakout_liquidity,42,21,10,50,126,50,63,63,20,0.25,3,-0.03319267882198507,-0.016793381399962337,-0.05555158208970934,-0.2883973399097207,0.37680370343265723,0.39099862331886404,-0.4241913021408491
volume_surge,42,21,10,50,63,50,63,63,20,0.25,10,-0.03395889033229893,-0.01718440066631599,-0.0518841790524156,-0.5304458073153567,0.37680370343265723,0.39099862331886404,-0.42495751365116297
momentum_volume,21,21,5,20,63,50,63,63,20,0.25,3,-0.034799977066365506,-0.017613808830711508,-0.08369597572052456,-0.278097682707395,0.37680370343265723,0.39099862331886404,-0.42579860038522954
breakout_volume,21,21,5,20,63,50,63,63,20,0.25,3,-0.0350290892051881,-0.017730811981414907,-0.04572123383340321,-0.5066883285022226,0.37680370343265723,0.39099862331886404,-0.42602771252405214
breakout_volume,126,21,5,20,63,50,63,63,20,0.25,3,-0.03504730649340093,-0.017740115793216327,-0.039150321139625466,-0.5928649319208,0.37680370343265723,0.39099862331886404,-0.42604592981226497
volume_surge,21,21,10,50,63,50,63,63,20,0.25,5,-0.03531260425097271,-0.017875616811980577,-0.056679079055917736,-0.37934774729590126,0.37680370343265723,0.39099862331886404,-0.42631122756983675
risk_adjusted_momentum,42,21,20,100,63,50,63,63,20,0.25,3,-0.03583857511439148,-0.018144311714206496,-0.08274562006304964,-0.322214883335062,0.37680370343265723,0.39099862331886404,-0.4268371984332555
breakout_volume,63,21,20,100,126,50,63,63,20,0.25,3,-0.03638126627503846,-0.018421624834149553,-0.0874561806612244,-0.27108585228623944,0.37680370343265723,0.39099862331886404,-0.4273798895939025
risk_adjusted_momentum,63,21,10,50,63,50,63,63,20,0.25,3,-0.03712028333925921,-0.018799384916476813,-0.08086344885492724,-0.37127974187044016,0.37680370343265723,0.39099862331886404,-0.42811890665812324
breakout_volume,189,21,10,50,126,50,63,63,20,0.25,3,-0.03737722944090138,-0.01893076076325151,-0.09649134981222518,-0.288421326816208,0.37680370343265723,0.39099862331886404,-0.4283758527597654
volume_surge,63,21,10,50,63,50,63,63,20,0.25,5,-0.03740545068575862,-0.018945191274332807,-0.05737410156429201,-0.4029602434841017,0.37680370343265723,0.39099862331886404,-0.42840407400462266
volume_surge,126,21,20,100,63,50,63,63,20,0.25,8,-0.037478805657398695,-0.018982701227095777,-0.08152156106663933,-0.41997985032553303,0.37680370343265723,0.39099862331886404,-0.42847742897626273
volume_surge,63,21,10,50,63,50,63,63,20,0.25,8,-0.037602347379457446,-0.01904587731783547,-0.04799158102446566,-0.49896099366900803,0.37680370343265723,0.39099862331886404,-0.4286009706983215
volume_surge,42,21,5,20,63,50,63,63,20,0.25,8,-0.037915785534597735,-0.01920617974313721,-0.0526543219889376,-0.592804734282035,0.37680370343265723,0.39099862331886404,-0.42891440885346177
volume_surge,42,21,5,20,63,50,63,63,20,0.25,10,-0.037915785534597735,-0.01920617974313721,-0.0526543219889376,-0.592804734282035,0.37680370343265723,0.39099862331886404,-0.42891440885346177
volume_surge,63,21,20,100,63,50,63,63,20,0.25,10,-0.038068686335534174,-0.019284387608909714,-0.06685774100971387,-0.5094972613311904,0.37680370343265723,0.39099862331886404,-0.4290673096543982
breakout_volume,126,21,20,100,126,50,63,63,20,0.25,3,-0.03857797312974709,-0.01954492951395448,-0.09172308365161785,-0.2884564854781383,0.37680370343265723,0.39099862331886404,-0.4295765964486111
volume_trend_confirmation,42,21,10,50,63,50,63,63,20,0.25,3,-0.038820823190794385,-0.01966919142394674,-0.11058564728080444,-0.264347591850475,0.37680370343265723,0.39099862331886404,-0.4298194465096584
risk_adjusted_momentum,63,21,20,100,63,50,63,63,20,0.25,3,-0.039237793970716806,-0.0198825841990804,-0.09076925980003214,-0.40639597106435815,0.37680370343265723,0.39099862331886404,-0.43023641728958084
quiet_accumulation,126,21,20,100,63,50,63,63,20,0.25,3,-0.039840906888649164,-0.02019132043851024,-0.0860154983839917,-0.35606336184573517,0.37680370343265723,0.39099862331886404,-0.4308395302075132
volume_trend_confirmation,126,21,5,20,63,50,63,63,20,0.25,3,-0.04006255831825034,-0.020304809092527187,-0.0798375200365794,-0.37227093154756563,0.37680370343265723,0.39099862331886404,-0.4310611816371144
liquidity_momentum,21,21,10,50,63,50,63,63,20,0.25,3,-0.04015207094021411,-0.020350644517094896,-0.07941882172033321,-0.2990929947444949,0.37680370343265723,0.39099862331886404,-0.43115069425907815
volume_surge,189,21,10,50,63,50,63,63,20,0.25,10,-0.04028511729108142,-0.020418775559908564,-0.06737125976699765,-0.5310119531786477,0.37680370343265723,0.39099862331886404,-0.43128374060994545
volume_surge,189,21,10,50,63,50,63,63,20,0.25,8,-0.040833980716305285,-0.02069989006374373,-0.06790463255723889,-0.5334062716400388,0.37680370343265723,0.39099862331886404,-0.4318326040351693
volume_surge,21,21,10,50,63,50,63,63,20,0.25,3,-0.04192817638452806,-0.02126054976480085,-0.08556099166101172,-0.3299954808532557,0.37680370343265723,0.39099862331886404,-0.4329267997033921
volume_surge,21,21,20,100,63,50,63,63,20,0.25,8,-0.04217726700089053,-0.021388226971441382,-0.0827872390584975,-0.4715405454484411,0.37680370343265723,0.39099862331886404,-0.43317589031975456
volume_surge,63,21,5,20,63,50,63,63,20,0.25,5,-0.04223519857911362,-0.02141792352469163,-0.050143665081709865,-0.7191479803481137,0.37680370343265723,0.39099862331886404,-0.43323382189797766
breakout_volume,126,21,20,100,63,50,63,63,20,0.25,3,-0.04274115371432896,-0.021677321396296745,-0.09565613356922265,-0.32365290419329484,0.37680370343265723,0.39099862331886404,-0.433739777033193
momentum_volume,126,21,20,100,63,50,63,63,20,0.25,3,-0.043776167383247855,-0.022208174914821188,-0.0936086711891353,-0.33056682561039896,0.37680370343265723,0.39099862331886404,-0.4347747907021119
risk_adjusted_momentum,21,21,10,50,63,50,63,63,20,0.25,3,-0.04382945079750766,-0.022235511468265967,-0.09388146553439713,-0.3594945938036322,0.37680370343265723,0.39099862331886404,-0.4348280741163717
breakout_volume,126,21,10,50,63,50,63,63,20,0.25,3,-0.04386174193165038,-0.022252078499662153,-0.09111657793215489,-0.33594494044755646,0.37680370343265723,0.39099862331886404,-0.4348603652505144
breakout_volume,126,21,10,50,126,50,63,63,20,0.25,3,-0.04386174193165038,-0.022252078499662153,-0.09111657793215489,-0.33594494044755646,0.37680370343265723,0.39099862331886404,-0.4348603652505144
volume_reversal,42,21,5,20,63,50,63,63,20,0.25,3,-0.04396237453419238,-0.022303710047366754,-0.06223048822609345,-0.7873103327718826,0.37680370343265723,0.39099862331886404,-0.4349609978530564
