portfolio,start,end,days,total_return,annualized_return,max_drawdown,sharpe
strategy,2024-05-13,2026-05-11,509,0.014196482244317021,0.007097601781328677,-0.07079585382973475,0.16806577544703452
equal_weight_benchmark,2024-05-13,2026-05-11,509,0.37680370343265723,0.1740172026866451,-0.13703729147777843,1.2852589300161499
osebx,2024-05-13,2026-05-11,509,0.39099862331886404,0.18007455671625494,-0.1173373229447997,1.349603330791547
