date,strategy,equal_weight_benchmark,strategy_daily_return,benchmark_daily_return
2000-03-03,1.0,1.0941950556536946,0.0,0.021114520094538698
2000-03-06,1.0,1.0906041541978875,0.0,-0.003281774522058808
2000-03-07,1.0,1.0973235964320305,0.0,0.006161210929078945
2000-03-08,1.0,1.1082069540526274,0.0,0.009918093127664809
2000-03-09,1.0,1.1153282204828752,0.0,0.00642593552062265
2000-03-10,1.0,1.1128142879130265,0.0,-0.0022539845434560923
2000-03-13,1.0,1.1040094116400994,0.0,-0.00791226026531326
2000-03-14,1.0,1.0936759443270043,0.0,-0.009359944946251728
2000-03-15,1.0,1.102011065998788,0.0,0.007621198687800336
2000-03-16,1.0,1.0982766271558275,0.0,-0.003388748950153207
2000-03-17,1.0,1.0886366136415067,0.0,-0.008777400225010208
2000-03-20,1.0,1.1086713791119855,0.0,0.018403538168225358
2000-03-21,1.0,1.1204595217647868,0.0,0.010632675177601525
2000-03-22,1.0,1.1233260098245785,0.0,0.002558314695096407
2000-03-23,1.0,1.109740655808846,0.0,-0.012093865802906207
2000-03-24,1.0,1.1246307788666912,0.0,0.013417660225300452
2000-03-27,1.0,1.112389932579183,0.0,-0.010884324453438383
2000-03-28,1.0,1.111328332730028,0.0,-0.0009543414751099052
2000-03-29,1.0,1.1127656249428224,0.0,0.0012933101500827795
2000-03-30,1.0,1.0966117502742583,0.0,-0.01451687067471579
2000-03-31,1.0,1.126565359734195,0.0,0.027314689499219218
2000-04-03,1.0,1.131805190324609,0.0,0.004651155430209727
2000-04-04,1.0,1.12206035628772,0.0,-0.008609992355746245
2000-04-05,1.0,1.068164803635433,0.0,-0.04803266807375477
2000-04-06,1.0,1.0990717111501973,0.0,0.028934587068937978
2000-04-07,1.0,1.10262637634714,0.0,0.0032342431898485435
2000-04-10,1.0,1.1155790311539706,0.0,0.011747093199186098
2000-04-11,1.0,1.104406151040603,0.0,-0.010015319221095822
2000-04-12,1.0,1.0976800127250623,0.0,-0.006090276035861574
2000-04-13,1.0,1.1165922108319533,0.0,0.0172292452150424
2000-04-14,1.0,1.0960791680351487,0.0,-0.018371114000088444
2000-04-17,1.0,1.0771787765924516,0.0,-0.0172436371330533
2000-04-18,1.0,1.0888245701343704,0.0,0.010811384140670828
2000-04-19,1.0,1.1081811019898806,0.0,0.017777456889241008
2000-04-20,1.0,1.1081811019898806,0.0,0.0
2000-04-21,1.0,1.1081811019898806,0.0,0.0
2000-04-24,1.0,1.1081811019898806,0.0,0.0
2000-04-25,1.0,1.1191226134100387,0.0,0.009873396505779794
2000-04-26,1.0,1.1415251497476584,0.0,0.020017946263598128
2000-04-27,1.0,1.131980026371103,0.0,-0.00836172849863651
2000-04-28,1.0,1.159980711222271,0.0,0.02473602378032443
2000-05-01,1.0,1.159980711222271,0.0,0.0
2000-05-02,1.0,1.1698532251796936,0.0,0.008510929416248512
2000-05-03,1.0,1.1858042172540277,0.0,0.013635037055083525
2000-05-04,1.0,1.1907321068037673,0.0,0.004155736232032581
2000-05-05,1.0,1.1880316420322838,0.0,-0.0022679028776104566
2000-05-08,1.0,1.1883090616840686,0.0,0.00023351200588396712
2000-05-09,1.0,1.1883090616840686,0.0,0.0
2000-05-10,1.0,1.175709052068787,0.0,-0.010603310217482438
2000-05-11,1.0,1.1828130491856297,0.0,0.006042308770475425
2000-05-12,1.0,1.2034572087398703,0.0,0.017453442510170218
2000-05-15,1.0,1.2052108417334102,0.0,0.0014571627315076283
2000-05-16,1.0,1.2086104734198877,0.0,0.0028207775509121774
2000-05-17,1.0,1.2086104734198877,0.0,0.0
2000-05-18,1.0,1.230577790615967,0.0,0.018175679988872064
2000-05-19,1.0,1.2270985374016634,0.0,-0.0028273330144874065
2000-05-22,1.0,1.2234686561669255,0.0,-0.0029581008566956224
2000-05-23,1.0,1.2196646601039842,0.0,-0.0031091896337246245
2000-05-24,1.0,1.2032061222116153,0.0,-0.013494313995263105
2000-05-25,1.0,1.2189900576550363,0.0,0.013118230660602494
2000-05-26,1.0,1.2107585151015097,0.0,-0.006752756104805048
2000-05-29,1.0,1.2114952325542183,0.0,0.0006084759623985073
2000-05-30,1.0,1.2232269724091058,0.0,0.009683686356861065
2000-05-31,1.0,1.218321819403591,0.0,-0.004010010501856723
2000-06-01,1.0,1.218321819403591,0.0,0.0
2000-06-02,1.0,1.2237178740598853,0.0,0.004429088086869989
2000-06-05,1.0,1.2200022654056908,0.0,-0.003036327843988551
2000-06-06,1.0,1.211295729876744,0.0,-0.007136491280245104
2000-06-07,1.0,1.2197165360491795,0.0,0.006951899494677719
2000-06-08,1.0,1.227481463678138,0.0,0.0063661739424392605
2000-06-09,1.0,1.2333323181871758,0.0,0.0047665522308629115
2000-06-12,1.0,1.2333323181871758,0.0,0.0
2000-06-13,1.0,1.2384044040328404,0.0,0.004112505421993461
2000-06-14,1.0,1.247608347908168,0.0,0.007432098792087076
2000-06-15,1.0,1.2439502092262373,0.0,-0.0029321210362725425
2000-06-16,1.0,1.2505240497989945,0.0,0.005284649276152417
2000-06-19,1.0,1.2505240497989945,0.0,0.0
2000-06-20,1.0,1.2685677675974245,0.0,0.014428925058522788
2000-06-21,1.0,1.2593517209301974,0.0,-0.007264922617954821
2000-06-22,1.0,1.2652543323793322,0.0,0.004687023768685366
2000-06-23,1.0,1.2761754396451686,0.0,0.008631550974655884
2000-06-26,1.0,1.279089751378031,0.0,0.0022836293838038708
2000-06-27,1.0,1.2854560509710833,0.0,0.004977211009777335
2000-06-28,1.0,1.2868638194687376,0.0,0.0010951510139852658
2000-06-29,1.0,1.2722414302651754,0.0,-0.011362810098739715
2000-06-30,0.999,1.3030022454347951,-0.001,0.02417844163682695
2000-07-03,1.0091291856292202,1.3253561240114504,0.010139324954174446,0.017155671569235205
2000-07-04,1.0091291856292202,1.3107497491905578,0.0,-0.011020717040702732
2000-07-05,1.0091291856292202,1.3022920889058767,0.0,-0.0064525362601855485
2000-07-06,1.0091291856292202,1.3020009011464833,0.0,-0.00022359635129008484
2000-07-07,1.0091291856292202,1.3020009011464833,0.0,0.0
2000-07-10,1.0091291856292202,1.320876799724651,0.0,0.014497607921427997
2000-07-11,1.0091291856292202,1.308701036502298,0.0,-0.009217940102279911
2000-07-12,1.0091291856292202,1.33029800556079,0.0,0.016502599490723444
2000-07-13,1.0091291856292202,1.348174230109627,0.0,0.01343775941489232
2000-07-14,1.0091291856292202,1.3465671614744898,0.0,-0.0011920333434993055
2000-07-17,1.0091291856292202,1.3712066945735795,0.0,0.018298035036075973
2000-07-18,1.0091291856292202,1.3631730798257136,0.0,-0.0058587919528529375
2000-07-19,1.0091291856292202,1.3507878501422204,0.0,-0.009085588519013794
2000-07-20,1.0091291856292202,1.3582516155559963,0.0,0.005525490485415697
2000-07-21,1.0091291856292202,1.3657546254839759,0.0,0.005524020617423108
2000-07-24,1.0091291856292202,1.3657546254839759,0.0,0.0
2000-07-25,1.0091291856292202,1.3625626423950734,0.0,-0.0023371570773713024
2000-07-26,1.0091291856292202,1.3680388937174104,0.0,0.004019082243962675
2000-07-27,1.0091291856292202,1.3680388937174104,0.0,0.0
2000-07-28,1.0091291856292202,1.3735874149196867,0.0,0.004055821239993406
2000-07-31,1.0091291856292202,1.3763604361396689,0.0,0.002018816705702277
2000-08-01,0.9951774188884976,1.3712012760849683,-0.013825550721757394,-0.0037484076984736292
2000-08-02,0.9951774188884976,1.3747427196101902,0.0,0.0025827306224025515
2000-08-03,0.9951774188884976,1.3771944118247028,0.0,0.0017833825773651796
2000-08-04,0.9951774188884976,1.3944466174063983,0.0,0.01252706621052677
2000-08-07,0.9951774188884976,1.399685230957379,0.0,0.003756768803903354
2000-08-08,0.9951774188884976,1.4044347681022173,0.0,0.0033932894623668725
2000-08-09,0.9951774188884976,1.411962171878679,0.0,0.005359738983558111
2000-08-10,0.9951774188884976,1.4065338613262217,0.0,-0.0038445155688800947
2000-08-11,0.9951774188884976,1.4207084203325029,0.0,0.010077652160408013
2000-08-14,0.9951774188884976,1.458418882552392,0.0,0.026543421352471026
2000-08-15,0.9951774188884976,1.450614563884675,0.0,-0.005351218885796863
2000-08-16,0.9951774188884976,1.47147632272242,0.0,0.014381324548319696
2000-08-17,0.9951774188884976,1.4818149965447367,0.0,0.007026055168314822
2000-08-18,0.9951774188884976,1.4866810759239302,0.0,0.0032838643086621926
2000-08-21,0.9951774188884976,1.4943948777032487,0.0,0.0051886056157166415
2000-08-22,0.9951774188884976,1.4762991921568078,0.0,-0.012109038793181894
2000-08-23,0.9951774188884976,1.4856741431942662,0.0,0.006350305606929277
2000-08-24,0.9951774188884976,1.4806313014681702,0.0,-0.0033943121034963886
2000-08-25,0.9951774188884976,1.494213439932366,0.0,0.009173207705880537
2000-08-28,0.9951774188884976,1.4808029514624512,0.0,-0.008974948365155833
2000-08-29,0.9951774188884976,1.4811569480190045,0.0,0.0002390571657112412
2000-08-30,0.9951774188884976,1.4700839685753204,0.0,-0.007475898795528656
2000-08-31,0.9947793479209422,1.4795705569779358,-0.0004,0.006453092888162759
2000-09-01,1.0016311318832651,1.4806904467615538,0.006887742469365609,0.0007569019120691903
2000-09-04,1.0016311318832651,1.4747975835155556,0.0,-0.00397980770314728
2000-09-05,1.0016311318832651,1.4665283208514965,0.0,-0.00560704923610404
2000-09-06,1.0016311318832651,1.464844996518252,0.0,-0.001147829407254378
2000-09-07,1.0016311318832651,1.4769859982995477,0.0,0.008288250163091235
2000-09-08,1.0016311318832651,1.4810378248536147,0.0,0.0027433073561508353
2000-09-11,1.0016311318832651,1.473283929603944,0.0,-0.005235447143584736
2000-09-12,1.0016311318832651,1.527458179401406,0.0,0.03677108580966142
2000-09-13,1.0016311318832651,1.5212014388009838,0.0,-0.004096178006571828
2000-09-14,1.0016311318832651,1.5257059809162117,0.0,0.0029611739775755597
2000-09-15,1.0016311318832651,1.5254713354337703,0.0,-0.00015379469267102447
2000-09-18,1.0016311318832651,1.5217087859122775,0.0,-0.0024664832659231284
2000-09-19,1.0016311318832651,1.5044881362440015,0.0,-0.011316652586685374
2000-09-20,1.0016311318832651,1.4920540360442336,0.0,-0.008264671485419674
2000-09-21,1.0016311318832651,1.4759461820800897,0.0,-0.010795757777546258
2000-09-22,1.0016311318832651,1.446396095625442,0.0,-0.02002111378681967
2000-09-25,1.0016311318832651,1.4446535670395764,0.0,-0.001204738170364174
2000-09-26,1.0016311318832651,1.4608683792441297,0.0,0.011224014237393316
2000-09-27,1.0016311318832651,1.4782285907554975,0.0,0.011883487765236107
2000-09-28,1.0016311318832651,1.4753027743833764,0.0,-0.001979271941037023
2000-09-29,1.0012304794305118,1.4727223291387523,-0.0004,-0.0017490953649854726
2000-10-02,1.005938690792884,1.4893713130395936,0.004702425124982335,0.011304903559503707
2000-10-03,1.005938690792884,1.5113131715969186,0.0,0.014732295677526399
2000-10-04,1.005938690792884,1.493011468554371,0.0,-0.012109801850803206
2000-10-05,1.005938690792884,1.4838727325113423,0.0,-0.006121008602751935
2000-10-06,1.005938690792884,1.489684586055578,0.0,0.003916679252134768
2000-10-09,1.005938690792884,1.466030439654006,0.0,-0.015878627343660762
2000-10-10,1.005938690792884,1.4625232752119153,0.0,-0.0023922862358290837
2000-10-11,1.005938690792884,1.442291984787349,0.0,-0.013833140824124615
2000-10-12,1.005938690792884,1.4598952758969252,0.0,0.012205081422657789
2000-10-13,1.005938690792884,1.4610154962093347,0.0,0.0007673292262153868
2000-10-16,1.005938690792884,1.4501652721336682,0.0,-0.00742649486183951
2000-10-17,1.005938690792884,1.4392697404781896,0.0,-0.00751330339020434
2000-10-18,1.005938690792884,1.3969113266093065,0.0,-0.02943049011425033
2000-10-19,1.005938690792884,1.4307905967527819,0.0,0.02425298549601571
2000-10-20,1.005938690792884,1.4532012350265964,0.0,0.015663115430501046
2000-10-23,1.005938690792884,1.4410397705275153,0.0,-0.008368740822642209
2000-10-24,1.005938690792884,1.4835544013315742,0.0,0.02950274633190452
2000-10-25,1.005938690792884,1.459955452427001,0.0,-0.015907033057494784
2000-10-26,1.005938690792884,1.444640726195274,0.0,-0.010489858581827391
2000-10-27,1.005938690792884,1.4558555252398047,0.0,0.007763036747598128
2000-10-30,1.005938690792884,1.4401987029911112,0.0,-0.010754379110602048
2000-10-31,1.005938690792884,1.4401987029911112,0.0,0.0
2000-11-01,1.0113830548034948,1.4594848629010013,0.005412222494712316,0.01339131876027617
2000-11-02,1.0113830548034948,1.4767499401617845,0.0,0.011829569253952819
2000-11-03,1.0113830548034948,1.4901993931105808,0.0,0.009107468084490302
2000-11-06,1.0113830548034948,1.506396181770499,0.0,0.010868873477467884
2000-11-07,1.0113830548034948,1.5102087679930851,0.0,0.0025309319478659825
2000-11-08,1.0113830548034948,1.5053606167488138,0.0,-0.0032102523485638135
2000-11-09,1.0113830548034948,1.4960465545587294,0.0,-0.006187263095935409
2000-11-10,1.0113830548034948,1.4820591119316842,0.0,-0.009349603850510526
2000-11-13,1.0113830548034948,1.4638556327294276,0.0,-0.01228255948477688
2000-11-14,1.0113830548034948,1.4625250563659835,0.0,-0.000908953269499175
2000-11-15,1.0113830548034948,1.479809669459531,0.0,0.01181833638904999
2000-11-16,1.0113830548034948,1.4676285217969585,0.0,-0.008231563770644585
2000-11-17,1.0113830548034948,1.473095427648737,0.0,0.0037249929192468834
2000-11-20,1.0113830548034948,1.486906892009903,0.0,0.009375811031611852
2000-11-21,1.0113830548034948,1.4584690420654662,0.0,-0.019125508192376565
2000-11-22,1.0113830548034948,1.4167070117294598,0.0,-0.028634156181240267
2000-11-23,1.0113830548034948,1.4317734491250278,0.0,0.01063482941132298
2000-11-24,1.0113830548034948,1.4459001268596685,0.0,0.009866559366129925
2000-11-27,1.0113830548034948,1.452597345040774,0.0,0.004631867759532663
2000-11-28,1.0113830548034948,1.4283576483942564,0.0,-0.016687140954286455
2000-11-29,1.0113830548034948,1.4230194447886813,0.0,-0.003737301796630716
2000-11-30,1.0113830548034948,1.3860010650732923,0.0,-0.02601396618363581
2000-12-01,1.0337575160176589,1.3792925738635518,0.02212263801326131,-0.004840177528569134
2000-12-04,1.0337575160176589,1.356301003280327,0.0,-0.016669103436715238
2000-12-05,1.0337575160176589,1.3683926248523093,0.0,0.008915146079474792
2000-12-06,1.0337575160176589,1.384729987568273,0.0,0.011939090009146369
2000-12-07,1.0337575160176589,1.3616752882259757,0.0,-0.016649238154207838
2000-12-08,1.0337575160176589,1.3599523068341595,0.0,-0.0012653393997192305
2000-12-11,1.0337575160176589,1.3699468158116317,0.0,0.007349161384003611
2000-12-12,1.0337575160176589,1.371939680876596,0.0,0.0014547025052089602
2000-12-13,1.0337575160176589,1.4126833733281785,0.0,0.02969787449077169
2000-12-14,1.0337575160176589,1.382138846670333,0.0,-0.0216216366912317
2000-12-15,1.0337575160176589,1.3562110959421303,0.0,-0.018759150566286728
2000-12-18,1.0337575160176589,1.36268940511085,0.0,0.0047767705102128655
2000-12-19,1.0337575160176589,1.3485749740879842,0.0,-0.01035777556494449
2000-12-20,1.0337575160176589,1.3245670904222944,0.0,-0.017802409303884638
2000-12-21,1.0337575160176589,1.3168027646587217,0.0,-0.005861783687451634
2000-12-22,1.0337575160176589,1.369073033269469,0.0,0.039694835106375406
2000-12-25,1.0337575160176589,1.369073033269469,0.0,0.0
2000-12-26,1.0337575160176589,1.369073033269469,0.0,0.0
2000-12-27,1.0337575160176589,1.3858753284445497,0.0,0.012272752999126247
2000-12-28,1.0337575160176589,1.385471143188071,0.0,-0.00029164618792394404
2000-12-29,1.033344013011252,1.3753416318322251,-0.0004,-0.007311239505528122
2001-01-01,1.033344013011252,1.3753416318322251,0.0,0.0
2001-01-02,1.033344013011252,1.3833505932528667,0.0,0.005823252372555543
2001-01-03,1.033344013011252,1.343156867279327,0.0,-0.02905534299806572
2001-01-04,1.033344013011252,1.3751641860031778,0.0,0.023829918532661063
2001-01-05,1.033344013011252,1.3791066245356642,0.0,0.002866885694532876
2001-01-08,1.033344013011252,1.388364861845215,0.0,0.00671321357234993
2001-01-09,1.033344013011252,1.3941687928993485,0.0,0.004180407624563235
2001-01-10,1.033344013011252,1.396667543926185,0.0,0.001792287303777725
2001-01-11,1.033344013011252,1.3887319509459932,0.0,-0.005681805247570974
2001-01-12,1.033344013011252,1.4040711088653692,0.0,0.011045441785167554
2001-01-15,1.033344013011252,1.390513414282727,0.0,-0.009655988572828308
2001-01-16,1.033344013011252,1.3952273785502887,0.0,0.003390089026932075
2001-01-17,1.033344013011252,1.3975834177773505,0.0,0.001688641767845652
2001-01-18,1.033344013011252,1.38764065962622,0.0,-0.0071142502298309354
2001-01-19,1.033344013011252,1.389317399610779,0.0,0.0012083387532120238
2001-01-22,1.033344013011252,1.386918153168249,0.0,-0.0017269246345019103
2001-01-23,1.033344013011252,1.3665558607099435,0.0,-0.014681682846093199
2001-01-24,1.033344013011252,1.3665558607099435,0.0,0.0
2001-01-25,1.033344013011252,1.3788737159757045,0.0,0.009013795644886217
2001-01-26,1.033344013011252,1.3788737159757045,0.0,0.0
2001-01-29,1.033344013011252,1.3729320142728652,0.0,-0.004309097804968331
2001-01-30,1.033344013011252,1.3738246930047757,0.0,0.0006501987881630293
2001-01-31,1.033344013011252,1.3842924925194786,0.0,0.007619457975972307
2001-02-01,1.035315091490032,1.3964824495384374,0.0019074755879566977,0.008805911384213634
2001-02-02,1.035315091490032,1.4073573061613516,0.0,0.007787320654483384
2001-02-05,1.035315091490032,1.4230681312467475,0.0,0.01116335206177895
2001-02-06,1.035315091490032,1.416806480718302,0.0,-0.004400105933761241
2001-02-07,1.035315091490032,1.4264796724776516,0.0,0.0068274615418511654
2001-02-08,1.035315091490032,1.4577065673548506,0.0,0.021890879680718383
2001-02-09,1.035315091490032,1.445864018620038,0.0,-0.008124096440274698
2001-02-12,1.035315091490032,1.4296331076714008,0.0,-0.011225752034502053
2001-02-13,1.035315091490032,1.4426118123366065,0.0,0.009078346462153213
2001-02-14,1.035315091490032,1.4207194965100693,0.0,-0.015175472458580612
2001-02-15,1.035315091490032,1.4106956293546273,0.0,-0.007055486448989575
2001-02-16,1.035315091490032,1.4074899478096021,0.0,-0.0022724119068063967
2001-02-19,1.035315091490032,1.4297754154208322,0.0,0.015833482609173624
2001-02-20,1.035315091490032,1.4368912627289165,0.0,0.004976898631307066
2001-02-21,1.035315091490032,1.442009873192754,0.0,0.0035622810136073974
2001-02-22,1.035315091490032,1.4556739706061332,0.0,0.009475730830556358
2001-02-23,1.035315091490032,1.45224404027556,0.0,-0.0023562489951955683
2001-02-26,1.035315091490032,1.4714029388054164,0.0,0.013192616391264936
2001-02-27,1.035315091490032,1.4634407777064713,0.0,-0.005411271711479149
2001-02-28,1.035315091490032,1.457480707484649,0.0,-0.004072641894783817
2001-03-01,1.017268991950593,1.4270195596081474,-0.017430538478355274,-0.02089986352482976
2001-03-02,1.017268991950593,1.4266914472047831,0.0,-0.00022992845553870822
2001-03-05,1.017268991950593,1.451395798010624,0.0,0.017315832974426418
2001-03-06,1.017268991950593,1.476106301616681,0.0,0.01702533770590128
2001-03-07,1.017268991950593,1.4635950700520552,0.0,-0.008475833719375932
2001-03-08,1.017268991950593,1.47650866260331,0.0,0.008823200361555823
2001-03-09,1.017268991950593,1.4678134692336315,0.0,-0.0058890229295014045
2001-03-12,1.017268991950593,1.4544367866198764,0.0,-0.009113339599437942
2001-03-13,1.017268991950593,1.434333908366413,0.0,-0.013821761411977662
2001-03-14,1.017268991950593,1.434333908366413,0.0,0.0
2001-03-15,1.017268991950593,1.4189715739681825,0.0,-0.010710431029080892
2001-03-16,1.017268991950593,1.4001963826114423,0.0,-0.013231548609698352
2001-03-19,1.017268991950593,1.375757441050577,0.0,-0.017453938507743703
2001-03-20,1.017268991950593,1.3958296613974972,0.0,0.014589941328314556
2001-03-21,1.017268991950593,1.3775674323298297,0.0,-0.01308342240655888
2001-03-22,1.017268991950593,1.348199368409758,0.0,-0.021318785005248427
2001-03-23,1.017268991950593,1.3534025313067173,0.0,0.003859342333839422
2001-03-26,1.017268991950593,1.3583316208960363,0.0,0.0036419982047469174
2001-03-27,1.017268991950593,1.365960310826289,0.0,0.005616220525898075
2001-03-28,1.017268991950593,1.351145905521166,0.0,-0.010845414165922114
2001-03-29,1.017268991950593,1.3512218391118154,0.0,5.619940107050396e-05
2001-03-30,1.017268991950593,1.3479481965442415,0.0,-0.002422727691942783
2001-04-02,1.0063983164569907,1.3491441169947973,-0.010686136685202663,0.0008872154387103685
2001-04-03,1.0063983164569907,1.3304714796406665,0.0,-0.013840357837918734
2001-04-04,1.0063983164569907,1.3263992496186077,0.0,-0.0030607420635267407
2001-04-05,1.0063983164569907,1.3609597781995748,0.0,0.02605590178892571
2001-04-06,1.0063983164569907,1.3508352450424996,0.0,-0.00743925964547536
2001-04-09,1.0063983164569907,1.356050338704779,0.0,0.003860643762012139
2001-04-10,1.0063983164569907,1.3852129267278104,0.0,0.021505535001662014
2001-04-11,1.0063983164569907,1.3964420036355378,0.0,0.008106390498573349
2001-04-12,1.0063983164569907,1.3219650996885233,0.0,-0.05333333124692563
2001-04-13,1.0063983164569907,1.3219650996885233,0.0,0.0
2001-04-16,1.0063983164569907,1.3219650996885233,0.0,0.0
2001-04-17,1.0063983164569907,1.6676460108260764,0.0,0.2614901945739726
2001-04-18,1.0063983164569907,1.6995598608686444,0.0,0.019137064961861537
2001-04-19,1.0063983164569907,1.7095201816334251,0.0,0.005860529537153214
2001-04-20,1.0063983164569907,1.697668240427842,0.0,-0.006932905111572718
2001-04-23,1.0063983164569907,1.693695263377649,0.0,-0.0023402552722502135
2001-04-24,1.0063983164569907,1.6998674577921271,0.0,0.0036442177928569445
2001-04-25,1.0063983164569907,1.7124824370280098,0.0,0.007421154618882982
2001-04-26,1.0063983164569907,1.7081769763172037,0.0,-0.0025141634259783813
2001-04-27,1.0063983164569907,1.730914960426255,0.0,0.013311257805425953
2001-04-30,1.005995757130408,1.7276503482119936,-0.0004,-0.0018860615852886564
2001-05-01,1.005995757130408,1.7276503482119936,0.0,0.0
2001-05-02,1.005995757130408,1.7437391185570599,0.0,0.009312515325637032
2001-05-03,1.005995757130408,1.7217233115424138,0.0,-0.012625631196978734
2001-05-04,1.005995757130408,1.7220492070827467,0.0,0.0001892845024215791
2001-05-07,1.005995757130408,1.7220492070827467,0.0,0.0
2001-05-08,1.005995757130408,1.7583490638600214,0.0,0.021079453843696562
2001-05-09,1.005995757130408,1.7676929070623282,0.0,0.005313986508341295
2001-05-10,1.005995757130408,1.783034520906135,0.0,0.008678890876641265
2001-05-11,1.005995757130408,1.7945581981354535,0.0,0.006462958004572106
2001-05-14,1.005995757130408,1.7636856653037067,0.0,-0.017203416898835214
2001-05-15,1.005995757130408,1.786224878380082,0.0,0.012779608929062929
2001-05-16,1.005995757130408,1.7663427991719576,0.0,-0.01113078171106623
2001-05-17,1.005995757130408,1.7663427991719576,0.0,0.0
2001-05-18,1.005995757130408,1.7933936760626659,0.0,0.015314624603666638
2001-05-21,1.005995757130408,1.8288684876737251,0.0,0.019780827870957474
2001-05-22,1.005995757130408,1.8290314049560323,0.0,8.908091719297406e-05
2001-05-23,1.005995757130408,1.818423006456233,0.0,-0.0058000089397340915
2001-05-24,1.005995757130408,1.818423006456233,0.0,0.0
2001-05-25,1.005995757130408,1.8379968241461941,0.0,0.010764171823863378
2001-05-28,1.005995757130408,1.8378342821098619,0.0,-8.843434014511597e-05
2001-05-29,1.005995757130408,1.8134434603849419,0.0,-0.013271502203625881
2001-05-30,1.005995757130408,1.8098753048335028,0.0,-0.0019676133441081617
2001-05-31,1.005995757130408,1.8021759876857488,0.0,-0.004254059452157851
2001-06-01,1.0233832757773007,1.8149463657585574,0.01728388864828867,0.0070860882400322215
2001-06-04,1.0233832757773007,1.8149463657585574,0.0,0.0
2001-06-05,1.0233832757773007,1.8148417308734406,0.0,-5.765177808604675e-05
2001-06-06,1.0233832757773007,1.8158756179618663,0.0,0.0005696844362995741
2001-06-07,1.0233832757773007,1.7969575792861594,0.0,-0.010418135740453634
2001-06-08,1.0233832757773007,1.7984980676609261,0.0,0.0008572758714641656
2001-06-11,1.0233832757773007,1.765993120297526,0.0,-0.018073384646820807
2001-06-12,1.0233832757773007,1.7330177746597035,0.0,-0.018672408889264032
2001-06-13,1.0233832757773007,1.7731589722241057,0.0,0.023162600032930587
2001-06-14,1.0233832757773007,1.740851737975594,0.0,-0.018220156655208552
2001-06-15,1.0233832757773007,1.740620641414384,0.0,-0.00013274913432808805
2001-06-18,1.0233832757773007,1.7296906728540846,0.0,-0.006279351341839723
2001-06-19,1.0233832757773007,1.7248275489954084,0.0,-0.0028115569650680886
2001-06-20,1.0233832757773007,1.7236352383487734,0.0,-0.0006912636844938221
2001-06-21,1.0233832757773007,1.7104072859220663,0.0,-0.00767444998361683
