rebalance_date,asof_date,symbol,score,selected
2009-06-30,2009-04-01,DNB,-1.1376998785589676,False
2009-07-31,2009-05-02,AFG,1.3458222737613565,True
2009-07-31,2009-05-02,VEI,0.5587927260612857,True
2009-07-31,2009-05-02,SALM,0.3966188427798193,True
2009-07-31,2009-05-02,ATEA,0.3702912028849495,True
2009-07-31,2009-05-02,AKRBP,0.3147919507152149,True
2009-07-31,2009-05-02,EQNR,0.2636210565651481,False
2009-07-31,2009-05-02,TEL,0.20447088252728163,False
2009-07-31,2009-05-02,TOM,0.18934122144878915,False
2009-07-31,2009-05-02,MOWI,0.10334787392519501,False
2009-07-31,2009-05-02,FRO,0.04165886877714077,False
2009-07-31,2009-05-02,SUBC,0.0,False
2009-07-31,2009-05-02,KOG,-0.012441802117080625,False
2009-07-31,2009-05-02,YAR,-0.1254150906218449,False
2009-07-31,2009-05-02,NHY,-0.14245707103067237,False
2009-07-31,2009-05-02,ORK,-0.21001460554725215,False
2009-07-31,2009-05-02,NOD,-0.29449112162504654,False
2009-07-31,2009-05-02,PROT,-0.6689683651218936,False
2009-07-31,2009-05-02,STB,-0.6885818835897982,False
2009-07-31,2009-05-02,DNB,-1.1376998785589676,False
2009-08-31,2009-06-02,AFG,1.3458222737613565,True
2009-08-31,2009-06-02,VEI,0.5587927260612857,True
2009-08-31,2009-06-02,SALM,0.3966188427798193,True
2009-08-31,2009-06-02,ATEA,0.3702912028849495,True
2009-08-31,2009-06-02,AKRBP,0.3147919507152149,True
2009-08-31,2009-06-02,EQNR,0.2636210565651481,False
2009-08-31,2009-06-02,TEL,0.20447088252728163,False
2009-08-31,2009-06-02,TOM,0.18934122144878915,False
2009-08-31,2009-06-02,MOWI,0.10334787392519501,False
2009-08-31,2009-06-02,FRO,0.04165886877714077,False
2009-08-31,2009-06-02,SUBC,0.0,False
2009-08-31,2009-06-02,KOG,-0.012441802117080625,False
2009-08-31,2009-06-02,YAR,-0.1254150906218449,False
2009-08-31,2009-06-02,NHY,-0.14245707103067237,False
2009-08-31,2009-06-02,ORK,-0.21001460554725215,False
2009-08-31,2009-06-02,NOD,-0.29449112162504654,False
2009-08-31,2009-06-02,PROT,-0.6689683651218936,False
2009-08-31,2009-06-02,STB,-0.6885818835897982,False
2009-08-31,2009-06-02,DNB,-1.1376998785589676,False
2009-09-30,2009-07-02,AFG,1.0049638504565328,True
2009-09-30,2009-07-02,SALM,0.8309153973324885,True
2009-09-30,2009-07-02,MOWI,0.6031850327866037,True
2009-09-30,2009-07-02,VEI,0.5797025475471606,True
2009-09-30,2009-07-02,NOD,0.4151181189578117,True
2009-09-30,2009-07-02,ATEA,0.3549760858342691,False
2009-09-30,2009-07-02,TOM,0.27443775958269456,False
2009-09-30,2009-07-02,TEL,0.26409335185423616,False
2009-09-30,2009-07-02,EQNR,0.12556964151133787,False
2009-09-30,2009-07-02,KOG,0.05768830465993417,False
2009-09-30,2009-07-02,SUBC,0.0,False
2009-09-30,2009-07-02,FRO,-0.020782015221157746,False
2009-09-30,2009-07-02,YAR,-0.17478779607624936,False
2009-09-30,2009-07-02,AKRBP,-0.2369039320861603,False
2009-09-30,2009-07-02,ORK,-0.4004304818329495,False
2009-09-30,2009-07-02,NHY,-0.48654141394283423,False
2009-09-30,2009-07-02,STB,-0.9463176895111507,False
2009-09-30,2009-07-02,PROT,-0.9506389780678791,False
2009-09-30,2009-07-02,DNB,-1.0098629906778858,False
2009-10-30,2009-08-01,AFG,1.0049638504565328,True
2009-10-30,2009-08-01,SALM,0.8309153973324885,True
2009-10-30,2009-08-01,MOWI,0.6031850327866037,True
2009-10-30,2009-08-01,VEI,0.5797025475471606,True
2009-10-30,2009-08-01,NOD,0.4151181189578117,True
2009-10-30,2009-08-01,ATEA,0.3549760858342691,False
2009-10-30,2009-08-01,TOM,0.27443775958269456,False
2009-10-30,2009-08-01,TEL,0.26409335185423616,False
2009-10-30,2009-08-01,EQNR,0.12556964151133787,False
2009-10-30,2009-08-01,KOG,0.05768830465993417,False
2009-10-30,2009-08-01,SUBC,0.0,False
2009-10-30,2009-08-01,FRO,-0.020782015221157746,False
2009-10-30,2009-08-01,YAR,-0.17478779607624936,False
2009-10-30,2009-08-01,AKRBP,-0.2369039320861603,False
2009-10-30,2009-08-01,ORK,-0.4004304818329495,False
2009-10-30,2009-08-01,NHY,-0.48654141394283423,False
2009-10-30,2009-08-01,STB,-0.9463176895111507,False
2009-10-30,2009-08-01,PROT,-0.9506389780678791,False
2009-10-30,2009-08-01,DNB,-1.0098629906778858,False
2009-11-30,2009-09-01,AFG,1.0049638504565328,True
2009-11-30,2009-09-01,SALM,0.8309153973324885,True
2009-11-30,2009-09-01,MOWI,0.6031850327866037,True
2009-11-30,2009-09-01,VEI,0.5797025475471606,True
2009-11-30,2009-09-01,NOD,0.4151181189578117,True
2009-11-30,2009-09-01,ATEA,0.3549760858342691,False
2009-11-30,2009-09-01,TOM,0.27443775958269456,False
2009-11-30,2009-09-01,TEL,0.26409335185423616,False
2009-11-30,2009-09-01,EQNR,0.12556964151133787,False
2009-11-30,2009-09-01,KOG,0.05768830465993417,False
2009-11-30,2009-09-01,SUBC,0.0,False
2009-11-30,2009-09-01,FRO,-0.020782015221157746,False
2009-11-30,2009-09-01,YAR,-0.17478779607624936,False
2009-11-30,2009-09-01,AKRBP,-0.2369039320861603,False
2009-11-30,2009-09-01,ORK,-0.4004304818329495,False
2009-11-30,2009-09-01,NHY,-0.48654141394283423,False
2009-11-30,2009-09-01,STB,-0.9463176895111507,False
2009-11-30,2009-09-01,PROT,-0.9506389780678791,False
2009-11-30,2009-09-01,DNB,-1.0098629906778858,False
2009-12-30,2009-10-01,NOD,1.050868166159578,True
2009-12-30,2009-10-01,AFG,0.9972451569616376,True
2009-12-30,2009-10-01,SALM,0.7859966501652413,True
2009-12-30,2009-10-01,VEI,0.5814229642662074,True
2009-12-30,2009-10-01,KOG,0.4961963898776431,True
2009-12-30,2009-10-01,TOM,0.34045780151748606,False
2009-12-30,2009-10-01,ATEA,0.27210151808265726,False
2009-12-30,2009-10-01,TEL,0.2535282264493012,False
2009-12-30,2009-10-01,EQNR,0.09298952748897756,False
2009-12-30,2009-10-01,SUBC,0.0,False
2009-12-30,2009-10-01,MOWI,-0.03685668185782674,False
2009-12-30,2009-10-01,FRO,-0.21818437309436453,False
2009-12-30,2009-10-01,YAR,-0.2919796019845423,False
2009-12-30,2009-10-01,STB,-0.2956020199179305,False
2009-12-30,2009-10-01,AKRBP,-0.3425651780685272,False
2009-12-30,2009-10-01,ORK,-0.35203842615305925,False
2009-12-30,2009-10-01,NHY,-0.4935729648330843,False
2009-12-30,2009-10-01,PROT,-0.8950953581613919,False
2009-12-30,2009-10-01,DNB,-1.4094638638250172,False
2010-01-29,2009-10-31,NOD,1.050868166159578,True
2010-01-29,2009-10-31,AFG,0.9972451569616376,True
2010-01-29,2009-10-31,SALM,0.7859966501652413,True
2010-01-29,2009-10-31,VEI,0.5814229642662074,True
2010-01-29,2009-10-31,KOG,0.4961963898776431,True
2010-01-29,2009-10-31,TOM,0.34045780151748606,False
2010-01-29,2009-10-31,ATEA,0.27210151808265726,False
2010-01-29,2009-10-31,TEL,0.2535282264493012,False
2010-01-29,2009-10-31,EQNR,0.09298952748897756,False
2010-01-29,2009-10-31,SUBC,0.0,False
2010-01-29,2009-10-31,MOWI,-0.03685668185782674,False
2010-01-29,2009-10-31,FRO,-0.21818437309436453,False
2010-01-29,2009-10-31,YAR,-0.2919796019845423,False
2010-01-29,2009-10-31,STB,-0.2956020199179305,False
2010-01-29,2009-10-31,AKRBP,-0.3425651780685272,False
2010-01-29,2009-10-31,ORK,-0.35203842615305925,False
2010-01-29,2009-10-31,NHY,-0.4935729648330843,False
2010-01-29,2009-10-31,PROT,-0.8950953581613919,False
2010-01-29,2009-10-31,DNB,-1.4094638638250172,False
2010-02-26,2009-11-28,NOD,1.050868166159578,True
2010-02-26,2009-11-28,AFG,0.9972451569616376,True
2010-02-26,2009-11-28,SALM,0.7859966501652413,True
2010-02-26,2009-11-28,VEI,0.5814229642662074,True
2010-02-26,2009-11-28,KOG,0.4961963898776431,True
2010-02-26,2009-11-28,TOM,0.34045780151748606,False
2010-02-26,2009-11-28,ATEA,0.27210151808265726,False
2010-02-26,2009-11-28,TEL,0.2535282264493012,False
2010-02-26,2009-11-28,EQNR,0.09298952748897756,False
2010-02-26,2009-11-28,SUBC,0.0,False
2010-02-26,2009-11-28,MOWI,-0.03685668185782674,False
2010-02-26,2009-11-28,FRO,-0.21818437309436453,False
2010-02-26,2009-11-28,YAR,-0.2919796019845423,False
2010-02-26,2009-11-28,STB,-0.2956020199179305,False
2010-02-26,2009-11-28,AKRBP,-0.3425651780685272,False
2010-02-26,2009-11-28,ORK,-0.35203842615305925,False
2010-02-26,2009-11-28,NHY,-0.4935729648330843,False
2010-02-26,2009-11-28,PROT,-0.8950953581613919,False
2010-02-26,2009-11-28,DNB,-1.4094638638250172,False
2010-03-31,2009-12-31,AFG,1.0804887199052473,True
2010-03-31,2009-12-31,SALM,0.7814884278282883,True
2010-03-31,2009-12-31,NOD,0.7402585303053649,True
2010-03-31,2009-12-31,KOG,0.582860925358097,True
2010-03-31,2009-12-31,VEI,0.4325001010665778,True
2010-03-31,2009-12-31,ATEA,0.23708350340024797,False
2010-03-31,2009-12-31,TOM,0.21486229130012457,False
2010-03-31,2009-12-31,TEL,0.1523136834724561,False
2010-03-31,2009-12-31,SUBC,0.0,False
2010-03-31,2009-12-31,YAR,-0.047057697243916764,False
2010-03-31,2009-12-31,AKRBP,-0.13890439396947885,False
2010-03-31,2009-12-31,EQNR,-0.1540007100467724,False
2010-03-31,2009-12-31,NHY,-0.1976066854568869,False
2010-03-31,2009-12-31,MOWI,-0.19867985942115868,False
2010-03-31,2009-12-31,ORK,-0.34903196191276253,False
2010-03-31,2009-12-31,PROT,-0.4543375349311949,False
2010-03-31,2009-12-31,STB,-0.4872985886507033,False
2010-03-31,2009-12-31,FRO,-0.5395624342282703,False
2010-03-31,2009-12-31,DNB,-1.4232501449312787,False
2010-04-30,2010-01-30,AFG,1.0804887199052473,True
2010-04-30,2010-01-30,SALM,0.7814884278282883,True
2010-04-30,2010-01-30,NOD,0.7402585303053649,True
2010-04-30,2010-01-30,KOG,0.582860925358097,True
2010-04-30,2010-01-30,VEI,0.4325001010665778,True
2010-04-30,2010-01-30,ATEA,0.23708350340024797,False
2010-04-30,2010-01-30,TOM,0.21486229130012457,False
2010-04-30,2010-01-30,TEL,0.1523136834724561,False
2010-04-30,2010-01-30,SUBC,0.0,False
2010-04-30,2010-01-30,YAR,-0.047057697243916764,False
2010-04-30,2010-01-30,AKRBP,-0.13890439396947885,False
2010-04-30,2010-01-30,EQNR,-0.1540007100467724,False
2010-04-30,2010-01-30,NHY,-0.1976066854568869,False
2010-04-30,2010-01-30,MOWI,-0.19867985942115868,False
2010-04-30,2010-01-30,ORK,-0.34903196191276253,False
2010-04-30,2010-01-30,PROT,-0.4543375349311949,False
2010-04-30,2010-01-30,STB,-0.4872985886507033,False
2010-04-30,2010-01-30,FRO,-0.5395624342282703,False
2010-04-30,2010-01-30,DNB,-1.4232501449312787,False
2010-05-31,2010-03-02,AFG,1.0804887199052473,True
2010-05-31,2010-03-02,SALM,0.7814884278282883,True
2010-05-31,2010-03-02,NOD,0.7402585303053649,True
2010-05-31,2010-03-02,KOG,0.582860925358097,True
2010-05-31,2010-03-02,VEI,0.4325001010665778,True
2010-05-31,2010-03-02,ATEA,0.23708350340024797,False
2010-05-31,2010-03-02,TOM,0.21486229130012457,False
2010-05-31,2010-03-02,TEL,0.1523136834724561,False
2010-05-31,2010-03-02,SUBC,0.0,False
2010-05-31,2010-03-02,YAR,-0.047057697243916764,False
2010-05-31,2010-03-02,AKRBP,-0.13890439396947885,False
2010-05-31,2010-03-02,EQNR,-0.1540007100467724,False
2010-05-31,2010-03-02,NHY,-0.1976066854568869,False
2010-05-31,2010-03-02,MOWI,-0.19867985942115868,False
2010-05-31,2010-03-02,ORK,-0.34903196191276253,False
2010-05-31,2010-03-02,PROT,-0.4543375349311949,False
2010-05-31,2010-03-02,STB,-0.4872985886507033,False
2010-05-31,2010-03-02,FRO,-0.5395624342282703,False
2010-05-31,2010-03-02,DNB,-1.4232501449312787,False
2010-06-30,2010-04-01,AFG,1.0333318847909727,True
2010-06-30,2010-04-01,SALM,0.8166342341999943,True
2010-06-30,2010-04-01,NOD,0.7402585303053649,True
2010-06-30,2010-04-01,KOG,0.633185429141308,True
2010-06-30,2010-04-01,VEI,0.38433745356462307,True
2010-06-30,2010-04-01,ATEA,0.2997748535838099,False
2010-06-30,2010-04-01,TOM,0.2846523098332253,False
2010-06-30,2010-04-01,TEL,0.22650092844219472,False
2010-06-30,2010-04-01,YAR,0.13832309519581515,False
2010-06-30,2010-04-01,MOWI,0.1100888837185543,False
2010-06-30,2010-04-01,EQNR,0.09484298348578057,False
2010-06-30,2010-04-01,SUBC,0.0,False
2010-06-30,2010-04-01,NHY,-0.01237330843215141,False
2010-06-30,2010-04-01,ORK,-0.09888470970456181,False
2010-06-30,2010-04-01,STB,-0.22310762156361824,False
2010-06-30,2010-04-01,FRO,-0.4355578319291935,False
2010-06-30,2010-04-01,PROT,-0.5338911003538718,False
2010-06-30,2010-04-01,AKRBP,-1.292340235455776,False
2010-06-30,2010-04-01,DNB,-1.4644964917821124,False
2010-07-30,2010-05-01,AFG,1.0333318847909727,True
2010-07-30,2010-05-01,SALM,0.8166342341999943,True
2010-07-30,2010-05-01,NOD,0.7402585303053649,True
2010-07-30,2010-05-01,KOG,0.633185429141308,True
2010-07-30,2010-05-01,VEI,0.38433745356462307,True
2010-07-30,2010-05-01,ATEA,0.2997748535838099,False
2010-07-30,2010-05-01,TOM,0.2846523098332253,False
2010-07-30,2010-05-01,TEL,0.22650092844219472,False
2010-07-30,2010-05-01,YAR,0.13832309519581515,False
2010-07-30,2010-05-01,MOWI,0.1100888837185543,False
2010-07-30,2010-05-01,EQNR,0.09484298348578057,False
2010-07-30,2010-05-01,SUBC,0.0,False
2010-07-30,2010-05-01,NHY,-0.01237330843215141,False
2010-07-30,2010-05-01,ORK,-0.09888470970456181,False
2010-07-30,2010-05-01,STB,-0.22310762156361824,False
2010-07-30,2010-05-01,FRO,-0.4355578319291935,False
2010-07-30,2010-05-01,PROT,-0.5338911003538718,False
2010-07-30,2010-05-01,AKRBP,-1.292340235455776,False
2010-07-30,2010-05-01,DNB,-1.4644964917821124,False
2010-08-31,2010-06-02,AFG,1.0333318847909727,True
2010-08-31,2010-06-02,SALM,0.8166342341999943,True
2010-08-31,2010-06-02,NOD,0.7402585303053649,True
2010-08-31,2010-06-02,KOG,0.633185429141308,True
2010-08-31,2010-06-02,VEI,0.38433745356462307,True
2010-08-31,2010-06-02,ATEA,0.2997748535838099,False
2010-08-31,2010-06-02,TOM,0.2846523098332253,False
2010-08-31,2010-06-02,TEL,0.22650092844219472,False
2010-08-31,2010-06-02,YAR,0.13832309519581515,False
2010-08-31,2010-06-02,MOWI,0.1100888837185543,False
2010-08-31,2010-06-02,EQNR,0.09484298348578057,False
2010-08-31,2010-06-02,SUBC,0.0,False
2010-08-31,2010-06-02,NHY,-0.01237330843215141,False
2010-08-31,2010-06-02,ORK,-0.09888470970456181,False
2010-08-31,2010-06-02,STB,-0.22310762156361824,False
2010-08-31,2010-06-02,FRO,-0.4355578319291935,False
2010-08-31,2010-06-02,PROT,-0.5338911003538718,False
2010-08-31,2010-06-02,AKRBP,-1.292340235455776,False
2010-08-31,2010-06-02,DNB,-1.4644964917821124,False
2010-09-30,2010-07-02,NOD,1.0573636693637356,True
2010-09-30,2010-07-02,PROT,0.8363956399524943,True
2010-09-30,2010-07-02,AFG,0.8254674428354233,True
2010-09-30,2010-07-02,KOG,0.518640581456363,True
2010-09-30,2010-07-02,SALM,0.425735518509568,True
2010-09-30,2010-07-02,TEL,0.22066544088868825,False
2010-09-30,2010-07-02,VEI,0.21292518393018672,False
2010-09-30,2010-07-02,YAR,0.17719618665697962,False
2010-09-30,2010-07-02,ATEA,0.15748291898830352,False
2010-09-30,2010-07-02,EQNR,0.1194495967496701,False
2010-09-30,2010-07-02,TOM,0.11820793110618269,False
2010-09-30,2010-07-02,MOWI,0.08403793967497239,False
2010-09-30,2010-07-02,SUBC,0.0,False
2010-09-30,2010-07-02,NHY,-0.07717174798366554,False
2010-09-30,2010-07-02,ORK,-0.28596917685390266,False
2010-09-30,2010-07-02,STB,-0.2944853981577683,False
2010-09-30,2010-07-02,FRO,-0.47898300509787484,False
2010-09-30,2010-07-02,DNB,-1.5554941852957023,False
2010-09-30,2010-07-02,AKRBP,-1.5618862767418265,False
2010-10-29,2010-07-31,NOD,1.0573636693637356,True
2010-10-29,2010-07-31,PROT,0.8363956399524943,True
2010-10-29,2010-07-31,AFG,0.8254674428354233,True
2010-10-29,2010-07-31,KOG,0.518640581456363,True
2010-10-29,2010-07-31,SALM,0.425735518509568,True
2010-10-29,2010-07-31,TEL,0.22066544088868825,False
2010-10-29,2010-07-31,VEI,0.21292518393018672,False
2010-10-29,2010-07-31,YAR,0.17719618665697962,False
2010-10-29,2010-07-31,ATEA,0.15748291898830352,False
2010-10-29,2010-07-31,EQNR,0.1194495967496701,False
2010-10-29,2010-07-31,TOM,0.11820793110618269,False
2010-10-29,2010-07-31,MOWI,0.08403793967497239,False
2010-10-29,2010-07-31,SUBC,0.0,False
2010-10-29,2010-07-31,NHY,-0.07717174798366554,False
2010-10-29,2010-07-31,ORK,-0.28596917685390266,False
2010-10-29,2010-07-31,STB,-0.2944853981577683,False
2010-10-29,2010-07-31,FRO,-0.47898300509787484,False
2010-10-29,2010-07-31,DNB,-1.5554941852957023,False
2010-10-29,2010-07-31,AKRBP,-1.5618862767418265,False
2010-11-30,2010-09-01,NOD,1.0573636693637356,True
2010-11-30,2010-09-01,PROT,0.8363956399524943,True
2010-11-30,2010-09-01,AFG,0.8254674428354233,True
2010-11-30,2010-09-01,KOG,0.518640581456363,True
2010-11-30,2010-09-01,SALM,0.425735518509568,True
2010-11-30,2010-09-01,TEL,0.22066544088868825,False
2010-11-30,2010-09-01,VEI,0.21292518393018672,False
2010-11-30,2010-09-01,YAR,0.17719618665697962,False
2010-11-30,2010-09-01,ATEA,0.15748291898830352,False
2010-11-30,2010-09-01,EQNR,0.1194495967496701,False
2010-11-30,2010-09-01,TOM,0.11820793110618269,False
2010-11-30,2010-09-01,MOWI,0.08403793967497239,False
2010-11-30,2010-09-01,SUBC,0.0,False
2010-11-30,2010-09-01,NHY,-0.07717174798366554,False
2010-11-30,2010-09-01,ORK,-0.28596917685390266,False
2010-11-30,2010-09-01,STB,-0.2944853981577683,False
2010-11-30,2010-09-01,FRO,-0.47898300509787484,False
2010-11-30,2010-09-01,DNB,-1.5554941852957023,False
2010-11-30,2010-09-01,AKRBP,-1.5618862767418265,False
2010-12-30,2010-10-01,NOD,1.1843997936260848,True
2010-12-30,2010-10-01,YAR,1.0139246190599889,True
2010-12-30,2010-10-01,MOWI,0.6944538704166701,True
2010-12-30,2010-10-01,AFG,0.6098193795682054,True
2010-12-30,2010-10-01,SALM,0.3274515529737627,True
2010-12-30,2010-10-01,KOG,0.3166797325482742,False
2010-12-30,2010-10-01,VEI,0.12665285881404265,False
2010-12-30,2010-10-01,TEL,0.09281642448489558,False
2010-12-30,2010-10-01,PROT,0.058863322904706,False
2010-12-30,2010-10-01,GJF,0.044379500512021705,False
2010-12-30,2010-10-01,EQNR,0.03649494237920893,False
2010-12-30,2010-10-01,ATEA,0.02259665459746836,False
2010-12-30,2010-10-01,SUBC,0.0,False
2010-12-30,2010-10-01,TOM,-0.13859397541216817,False
2010-12-30,2010-10-01,NHY,-0.1528771279505865,False
2010-12-30,2010-10-01,ORK,-0.3337467659802181,False
2010-12-30,2010-10-01,STB,-0.35670050939038794,False
2010-12-30,2010-10-01,FRO,-0.5939956716937833,False
2010-12-30,2010-10-01,AKRBP,-0.674344141986005,False
2010-12-30,2010-10-01,DNB,-1.6160442503771626,False
2011-01-31,2010-11-02,NOD,1.1843997936260848,True
2011-01-31,2010-11-02,YAR,1.0139246190599889,True
2011-01-31,2010-11-02,MOWI,0.6944538704166701,True
2011-01-31,2010-11-02,AFG,0.6098193795682054,True
2011-01-31,2010-11-02,SALM,0.3274515529737627,True
2011-01-31,2010-11-02,KOG,0.3166797325482742,False
2011-01-31,2010-11-02,VEI,0.12665285881404265,False
2011-01-31,2010-11-02,TEL,0.09281642448489558,False
2011-01-31,2010-11-02,PROT,0.058863322904706,False
2011-01-31,2010-11-02,GJF,0.044379500512021705,False
2011-01-31,2010-11-02,EQNR,0.03649494237920893,False
2011-01-31,2010-11-02,ATEA,0.02259665459746836,False
2011-01-31,2010-11-02,SUBC,0.0,False
2011-01-31,2010-11-02,TOM,-0.13859397541216817,False
2011-01-31,2010-11-02,NHY,-0.1528771279505865,False
2011-01-31,2010-11-02,ORK,-0.3337467659802181,False
2011-01-31,2010-11-02,STB,-0.35670050939038794,False
2011-01-31,2010-11-02,FRO,-0.5939956716937833,False
2011-01-31,2010-11-02,AKRBP,-0.674344141986005,False
2011-01-31,2010-11-02,DNB,-1.6160442503771626,False
2011-02-28,2010-11-30,NOD,1.1843997936260848,True
2011-02-28,2010-11-30,YAR,1.0139246190599889,True
2011-02-28,2010-11-30,MOWI,0.6944538704166701,True
2011-02-28,2010-11-30,AFG,0.6098193795682054,True
2011-02-28,2010-11-30,SALM,0.3274515529737627,True
2011-02-28,2010-11-30,KOG,0.3166797325482742,False
2011-02-28,2010-11-30,VEI,0.12665285881404265,False
2011-02-28,2010-11-30,TEL,0.09281642448489558,False
2011-02-28,2010-11-30,PROT,0.058863322904706,False
2011-02-28,2010-11-30,GJF,0.044379500512021705,False
2011-02-28,2010-11-30,EQNR,0.03649494237920893,False
2011-02-28,2010-11-30,ATEA,0.02259665459746836,False
2011-02-28,2010-11-30,SUBC,0.0,False
2011-02-28,2010-11-30,TOM,-0.13859397541216817,False
2011-02-28,2010-11-30,NHY,-0.1528771279505865,False
2011-02-28,2010-11-30,ORK,-0.3337467659802181,False
2011-02-28,2010-11-30,STB,-0.35670050939038794,False
2011-02-28,2010-11-30,FRO,-0.5939956716937833,False
2011-02-28,2010-11-30,AKRBP,-0.674344141986005,False
2011-02-28,2010-11-30,DNB,-1.6160442503771626,False
2011-03-31,2010-12-31,NOD,1.387557800954724,True
2011-03-31,2010-12-31,AFG,0.4189676626772193,True
2011-03-31,2010-12-31,KOG,0.40974100436669275,True
2011-03-31,2010-12-31,SALM,0.36783567032349485,True
2011-03-31,2010-12-31,YAR,0.13706003836969521,True
2011-03-31,2010-12-31,MOWI,0.13287827730864465,False
2011-03-31,2010-12-31,TEL,0.10850620427708829,False
2011-03-31,2010-12-31,GJF,0.09765296030532677,False
2011-03-31,2010-12-31,PROT,0.06937542592229498,False
2011-03-31,2010-12-31,ATEA,0.06079413048381629,False
2011-03-31,2010-12-31,VEI,0.04219645938929324,False
2011-03-31,2010-12-31,NHY,0.024021135173831643,False
2011-03-31,2010-12-31,SUBC,0.0,False
2011-03-31,2010-12-31,EQNR,-0.05550216689026782,False
2011-03-31,2010-12-31,TOM,-0.08366187226064932,False
2011-03-31,2010-12-31,ORK,-0.24978378277802915,False
2011-03-31,2010-12-31,STB,-0.35534653682229045,False
2011-03-31,2010-12-31,AKRBP,-0.644826577085324,False
2011-03-31,2010-12-31,FRO,-0.7748134623943523,False
2011-03-31,2010-12-31,DNB,-1.5411142992412565,False
2011-04-29,2011-01-29,NOD,1.387557800954724,True
2011-04-29,2011-01-29,AFG,0.4189676626772193,True
2011-04-29,2011-01-29,KOG,0.40974100436669275,True
2011-04-29,2011-01-29,SALM,0.36783567032349485,True
2011-04-29,2011-01-29,YAR,0.13706003836969521,True
2011-04-29,2011-01-29,MOWI,0.13287827730864465,False
2011-04-29,2011-01-29,TEL,0.10850620427708829,False
2011-04-29,2011-01-29,GJF,0.09765296030532677,False
2011-04-29,2011-01-29,PROT,0.06937542592229498,False
2011-04-29,2011-01-29,ATEA,0.06079413048381629,False
2011-04-29,2011-01-29,VEI,0.04219645938929324,False
2011-04-29,2011-01-29,NHY,0.024021135173831643,False
2011-04-29,2011-01-29,SUBC,0.0,False
2011-04-29,2011-01-29,EQNR,-0.05550216689026782,False
2011-04-29,2011-01-29,TOM,-0.08366187226064932,False
2011-04-29,2011-01-29,ORK,-0.24978378277802915,False
2011-04-29,2011-01-29,STB,-0.35534653682229045,False
2011-04-29,2011-01-29,AKRBP,-0.644826577085324,False
2011-04-29,2011-01-29,FRO,-0.7748134623943523,False
2011-04-29,2011-01-29,DNB,-1.5411142992412565,False
2011-05-31,2011-03-02,NOD,1.387557800954724,True
2011-05-31,2011-03-02,AFG,0.4189676626772193,True
2011-05-31,2011-03-02,KOG,0.40974100436669275,True
2011-05-31,2011-03-02,SALM,0.36783567032349485,True
2011-05-31,2011-03-02,YAR,0.13706003836969521,True
2011-05-31,2011-03-02,MOWI,0.13287827730864465,False
2011-05-31,2011-03-02,TEL,0.10850620427708829,False
2011-05-31,2011-03-02,GJF,0.09765296030532677,False
2011-05-31,2011-03-02,PROT,0.06937542592229498,False
2011-05-31,2011-03-02,ATEA,0.06079413048381629,False
2011-05-31,2011-03-02,VEI,0.04219645938929324,False
2011-05-31,2011-03-02,NHY,0.024021135173831643,False
2011-05-31,2011-03-02,SUBC,0.0,False
2011-05-31,2011-03-02,EQNR,-0.05550216689026782,False
2011-05-31,2011-03-02,TOM,-0.08366187226064932,False
2011-05-31,2011-03-02,ORK,-0.24978378277802915,False
2011-05-31,2011-03-02,STB,-0.35534653682229045,False
2011-05-31,2011-03-02,AKRBP,-0.644826577085324,False
2011-05-31,2011-03-02,FRO,-0.7748134623943523,False
2011-05-31,2011-03-02,DNB,-1.5411142992412565,False
2011-06-30,2011-04-01,NOD,1.387557800954724,True
2011-06-30,2011-04-01,KOG,0.6363709269673383,True
2011-06-30,2011-04-01,SALM,0.5870848546073778,True
2011-06-30,2011-04-01,AFG,0.4572699635547727,True
2011-06-30,2011-04-01,YAR,0.38688927372566556,True
2011-06-30,2011-04-01,TEL,0.33383094242059425,False
2011-06-30,2011-04-01,MOWI,0.2916832714412788,False
2011-06-30,2011-04-01,NHY,0.21603067663858652,False
2011-06-30,2011-04-01,GJF,0.20612056794265682,False
2011-06-30,2011-04-01,PROT,0.1174573508881037,False
2011-06-30,2011-04-01,ATEA,0.1153794841279246,False
2011-06-30,2011-04-01,EQNR,0.05677198109479718,False
2011-06-30,2011-04-01,VEI,0.04469244946333617,False
2011-06-30,2011-04-01,TOM,-0.22518867188079691,False
2011-06-30,2011-04-01,SUBC,-0.36118606032767786,False
2011-06-30,2011-04-01,STB,-0.4091945257266877,False
2011-06-30,2011-04-01,ORK,-0.5738908328013755,False
2011-06-30,2011-04-01,AKRBP,-0.8533165441546022,False
2011-06-30,2011-04-01,FRO,-0.9878618198439177,False
2011-06-30,2011-04-01,DNB,-1.1920574795850267,False
2011-07-29,2011-04-30,NOD,1.387557800954724,True
2011-07-29,2011-04-30,KOG,0.6363709269673383,True
2011-07-29,2011-04-30,SALM,0.5870848546073778,True
2011-07-29,2011-04-30,AFG,0.4572699635547727,True
2011-07-29,2011-04-30,YAR,0.38688927372566556,True
2011-07-29,2011-04-30,TEL,0.33383094242059425,False
2011-07-29,2011-04-30,MOWI,0.2916832714412788,False
2011-07-29,2011-04-30,NHY,0.21603067663858652,False
2011-07-29,2011-04-30,GJF,0.20612056794265682,False
2011-07-29,2011-04-30,PROT,0.1174573508881037,False
2011-07-29,2011-04-30,ATEA,0.1153794841279246,False
2011-07-29,2011-04-30,EQNR,0.05677198109479718,False
