portfolio,start,end,days,total_return,annualized_return,max_drawdown,sharpe
strategy,2000-01-03,2026-05-11,6681,1.13487547306587,0.02919826769791234,-0.15789573891538689,0.6317436146309269
equal_weight_benchmark,2000-01-03,2026-05-11,6681,129.68793237846856,0.2031146474617711,-0.5764827576527342,0.9908026210144004
