ticker,period_end_date,fundamental_score,quality_score,growth_score
ELK,2001-06-30,-0.13602245396051568,-0.18136327194735424,
FRO,2001-06-30,-0.14621511054163627,-0.1949534807221817,0.0
VEI,2001-06-30,-0.1606481369920733,-0.21419751598943107,
VEND,2001-06-30,-0.2443856341361766,-0.32584751218156877,
STB,2001-06-30,-0.26439940790363375,-0.35253254387151167,
MOWI,2001-06-30,-0.7228719394651213,-0.9638292526201617,
DNB,2001-06-30,-0.7976680909658276,-1.0635574546211035,
KOG,2001-06-30,,,
SUBC,2001-08-31,0.0,0.0,0.0
NOD,2001-09-30,2.701550942679047,3.6020679235720627,
TEL,2001-09-30,0.8824031045792551,0.27962497831869143,2.6907374833609463
EQNR,2001-09-30,0.5506970349700138,0.7073650788283254,0.08069290339507855
AFG,2001-09-30,0.33226062974510046,0.4430141729934673,
TOM,2001-09-30,0.20421998097161853,0.27229330796215806,
ORK,2001-09-30,0.14003854916637537,0.2896497232448038,-0.3087949730689099
DNB,2001-09-30,-0.05633185214943979,-0.09595920649810996,0.06255021089657073
FRO,2001-09-30,-0.09379989428845732,-0.24549953712561084,0.3612990342230033
ELK,2001-09-30,-0.0963940187294388,-0.1220830781140356,-0.01932684057564845
KOG,2001-09-30,-0.18207609278795434,0.15715271277618137,-1.1997625094803614
VEI,2001-09-30,-0.22105198500455098,-0.24191443991345044,-0.15846462027785252
ATEA,2001-09-30,-0.3827838109042012,-0.3907865236277077,-0.3587756727336816
STB,2001-09-30,-0.56138912070341,-0.4346803082385862,-0.9415155580978812
VEND,2001-09-30,-0.6238594396581301,-0.8318125862108401,
MOWI,2001-09-30,-0.9777431252989106,-1.2341110145181262,-0.20863945764126368
SUBC,2001-11-30,0.0,0.0,0.0
TEL,2001-12-31,0.9791342760976969,0.46684439825636875,2.5160039096216815
AFG,2001-12-31,0.6545795510197697,0.8727727346930263,
TOM,2001-12-31,0.5103556046551668,0.6804741395402224,
KOG,2001-12-31,0.47236252480390356,0.4201857216597581,0.6288929342363401
EQNR,2001-12-31,0.41055816875705803,0.5775493211398243,-0.09041528839124065
FRO,2001-12-31,0.27309715216295793,0.34597131003594966,0.054474678543982705
ORK,2001-12-31,0.1502471990354674,0.3075044380278649,-0.32152451794172526
VEI,2001-12-31,-0.03895872617892603,0.07161841168478725,-0.3706901397700659
ELK,2001-12-31,-0.11986780086640597,-0.10741877421669269,-0.15721488081554577
NOD,2001-12-31,-0.16884234626043493,-0.22512312834724657,
ATEA,2001-12-31,-0.17046204569640153,-0.2780239518417215,0.15222367273955836
VEND,2001-12-31,-0.2868804389646941,-0.3825072519529255,
DNB,2001-12-31,-0.5105404743757858,-0.6538844647375478,-0.08050850329049936
STB,2001-12-31,-0.5696283111385348,-0.2529782543840794,-1.5195784814019013
MOWI,2001-12-31,-1.7787279728782215,-2.1010828359941005,-0.8116633835305845
SUBC,2002-02-28,0.0,0.0,0.0
KOG,2002-03-31,0.6816263602981867,0.3077469153084724,1.8032646952673297
EQNR,2002-03-31,0.4089368245846689,0.513245483147258,0.09601084889690163
TOM,2002-03-31,0.24095582720253178,0.6574063288977456,-1.0083956778831098
ORK,2002-03-31,0.21382255772659003,0.30476159630186456,-0.05899455799923353
VEND,2002-03-31,0.1717172215730794,-0.35416163895481895,1.7493538031567744
ELK,2002-03-31,0.11657301013716967,0.13729165330581253,0.05441708063124107
TEL,2002-03-31,0.012845841679431882,0.15163355726113711,-0.4035173050656838
VEI,2002-03-31,-0.05256897876989863,-0.06868155205959464,-0.0042312589008106005
AFG,2002-03-31,-0.1912369057502764,-0.25498254100036855,
NOD,2002-03-31,-0.19370360219042143,-0.2582714695872286,
FRO,2002-03-31,-0.20149276904402452,-0.25863751437483606,-0.030058533051589943
ATEA,2002-03-31,-0.20628459642784244,-0.3980269241272447,0.3689423866703644
MOWI,2002-03-31,-0.2460871975536112,-0.05401595185555008,-0.8223009346477945
DNB,2002-03-31,-0.26471922464720055,-0.40844485754982385,0.1664576740606693
STB,2002-03-31,-0.7547405913902635,-0.3693380481419987,-1.910948221135058
SUBC,2002-05-31,0.0,0.0,0.0
TOM,2002-06-30,0.6195287604314732,0.7045529706890638,0.36445612965870183
MOWI,2002-06-30,0.37698406917726934,0.39724979814512446,0.31618688227370406
ORK,2002-06-30,0.3331723322737133,0.32274439981205044,0.36445612965870183
EQNR,2002-06-30,0.31922317221956775,0.30169357486209386,0.37181196429198954
TEL,2002-06-30,0.27360867195498095,0.24314763597964695,0.36499177988098297
ELK,2002-06-30,0.17316352715674826,0.10822820229204083,0.36796950175087056
VEI,2002-06-30,0.11949243858875036,0.024286275625825554,0.4051109274775248
KOG,2002-06-30,0.020073488838187548,0.36532040844434505,-1.015667269980285
AFG,2002-06-30,-0.01359415963629981,-0.01812554618173308,
NOD,2002-06-30,-0.06311953354977838,-0.08415937806637118,
VEND,2002-06-30,-0.11550076381905586,-0.2820468203095898,0.38413740565254584
FRO,2002-06-30,-0.3910392266039423,-0.6416008647883433,0.36064568794926083
ATEA,2002-06-30,-0.4056166920960021,-0.6819586117799593,0.4234090669558695
DNB,2002-06-30,-0.5327605490301425,-0.8320807758706538,0.3652001314913913
STB,2002-06-30,-1.287669370696362,-0.6926563819080634,-3.0727083370612576
SUBC,2002-08-31,0.0,0.0,0.0
KOG,2002-09-30,0.4266945424848435,0.27153991445162884,0.8921584265844875
AFG,2002-09-30,0.42449133283323714,0.44597223879089093,0.3600486149602758
EQNR,2002-09-30,0.30546415338740823,0.40299188504084693,0.012880958427092033
ORK,2002-09-30,0.22611633581751164,0.1907678731623503,0.3321617237829957
VEI,2002-09-30,0.21236520947722742,0.14012421959406712,0.4290881791267084
TOM,2002-09-30,0.1924608698160909,0.4391375164404451,-0.5475690700569715
ATEA,2002-09-30,0.07139077177077313,-0.6585495816913113,2.2612118321570263
ELK,2002-09-30,0.016389741543960383,0.09030592179474961,-0.2053587992084073
TEL,2002-09-30,-0.0466550085509025,0.08081982536801685,-0.42907951030766056
VEND,2002-09-30,-0.1548753690401609,-0.002813342224804153,-0.6110614494862311
DNB,2002-09-30,-0.24680334684731545,-0.2912669213853935,-0.11341262323308135
STB,2002-09-30,-0.2839630353872944,-0.49510619978623976,0.34946645780954155
MOWI,2002-09-30,-0.44489618739228975,0.18715621535035343,-2.3410533956202193
FRO,2002-09-30,-0.4934062258628493,-0.5280478528386137,-0.38948134493555625
NOD,2002-09-30,-1.0010373662337153,-1.3347164883116205,
SUBC,2002-11-30,0.0,0.0,0.0
MOWI,2002-12-31,1.7512179267518182,1.5244637424961602,2.4314804795187923
TOM,2002-12-31,1.2451232965786843,0.8597954742342153,2.401106763612091
AFG,2002-12-31,0.36182204246058103,0.582507927324902,-0.30023561213238187
VEI,2002-12-31,0.3101560274592178,0.4435786376510485,-0.0901118031162745
EQNR,2002-12-31,0.07930010002734292,0.20801227500268005,-0.30683642489866847
ELK,2002-12-31,0.03440698545353744,0.12218940085155777,-0.22894026074052357
NOD,2002-12-31,-0.02177073027794613,-0.022272789176650057,-0.020264553581834346
VEND,2002-12-31,-0.046716000593781504,0.14581847234619896,-0.6243194194137229
ORK,2002-12-31,-0.2562368187730175,-0.18426242018960384,-0.4721600145232586
KOG,2002-12-31,-0.28501821231716434,-0.26626438631254284,-0.3412796903310289
TEL,2002-12-31,-0.34429582683530263,-0.18908073525491373,-0.8099411015764694
STB,2002-12-31,-0.3957934460822535,-0.4207799003072974,-0.3208340834071218
FRO,2002-12-31,-0.5877140834151677,-0.6156082987291658,-0.5040314374731736
DNB,2002-12-31,-0.706149083543526,-0.7906752093235395,-0.45257070620348544
ATEA,2002-12-31,-1.223297136899518,-1.510708803955044,-0.36106213573294005
SUBC,2003-02-28,0.0,0.0,0.0
TOM,2003-03-31,1.2158510607577084,1.0517266817436925,1.7082241977997563
VEI,2003-03-31,0.4868464254751512,0.5936713136512882,0.16637176094674
EQNR,2003-03-31,0.2736407242647113,0.31326626802283597,0.1547640929903373
AFG,2003-03-31,0.26668203797683937,0.32130115150618366,0.10282469738880656
VEND,2003-03-31,0.21604512844037008,0.3321714251375277,-0.13233376165110275
ATEA,2003-03-31,0.19726680580621703,0.23680557335162555,0.07865050316999148
ELK,2003-03-31,0.15885979650706947,0.1409407143327953,0.2126170430298919
KOG,2003-03-31,0.15597710577576296,0.1983388658145656,0.028891825659354956
STB,2003-03-31,-0.11757851994382813,-0.20259782841843976,0.13747940548000676
ORK,2003-03-31,-0.27657073395313675,-0.3658006265953532,-0.008881056026487323
NOD,2003-03-31,-0.33963126845535374,-0.5540082362538634,0.3034996349401752
FRO,2003-03-31,-0.6206939608025814,-0.8660915823937747,0.11549890397099831
MOWI,2003-03-31,-0.6892431672035035,-1.052794468050884,0.4014107353386382
TEL,2003-03-31,-0.7354808336972671,0.10790804462098562,-3.265647468652025
DNB,2003-03-31,-1.2526008973513585,-1.6690110250067842,-0.0033705143850815363
SUBC,2003-05-31,0.0,0.0,0.0
TOM,2003-06-30,1.4619669349304552,0.9675548344324287,2.945203236424534
MOWI,2003-06-30,1.1518451393704898,1.5502600617380213,-0.043399627732104484
NOD,2003-06-30,0.37751224178651427,0.2145402993997132,0.8664280689469175
AFG,2003-06-30,0.3004077200154532,0.3518267239253328,0.1461507082858143
VEI,2003-06-30,0.06417704885702606,0.18456184897203382,-0.29697735148799725
EQNR,2003-06-30,0.0638675788676207,0.10816369062949723,-0.0690207564180089
ELK,2003-06-30,0.017660941346485756,-0.07052559986581274,0.2822205649833812
VEND,2003-06-30,-0.039894164011634314,0.31128581873631883,-1.0934341122554938
FRO,2003-06-30,-0.04907056079994587,-0.2824061683779989,0.6509362619342133
KOG,2003-06-30,-0.31325073056883285,-0.2567419848794068,-0.482776967637111
ORK,2003-06-30,-0.3642484270240893,-0.36564814274382745,-0.36004927986487484
STB,2003-06-30,-0.3692069598636023,-0.2234867813897002,-0.8063674952853086
TEL,2003-06-30,-0.4920280612204709,-0.22896335516700836,-1.2812221793808585
ATEA,2003-06-30,-0.8720317039364269,-1.080172081719341,-0.24761057058768468
DNB,2003-06-30,-0.9652088192080456,-1.2169182589689214,-0.21008049992541838
SUBC,2003-08-31,0.0,0.0,0.0
VEND,2003-09-30,0.37290292450438783,0.41113760275679584,0.25819888974716393
MOWI,2003-09-30,0.3460902469973214,0.37538736608070833,0.25819888974716065
AFG,2003-09-30,0.3031406866372717,0.318121285600642,0.25819888974716076
VEI,2003-09-30,0.2112522988468753,0.19560343521344684,0.2581988897471607
EQNR,2003-09-30,0.12879828172741847,0.08566474572083764,0.258198889747161
ELK,2003-09-30,0.12521044955399208,0.08088096948960222,0.25819888974716165
FRO,2003-09-30,0.06542003508342573,0.0011604168621800748,0.2581988897471627
TEL,2003-09-30,0.046661682194035055,-0.023850720323673275,0.25819888974716004
TOM,2003-09-30,-0.03382803260901812,1.1598241086747278,-3.614784456460256
STB,2003-09-30,-0.07291302904979448,-0.18328366864877935,0.25819888974716015
KOG,2003-09-30,-0.08205445918148012,-0.1954722421576937,0.2581988897471606
ORK,2003-09-30,-0.13020621867440688,-0.2596745881482627,0.25819888974716065
NOD,2003-09-30,-0.4722355327711193,-0.715713673610546,0.2581988897471609
DNB,2003-09-30,-0.5197101229351707,-0.7790131271626146,0.2581988897471609
ATEA,2003-09-30,-0.7208551909963546,-1.0472065512441933,0.2581988897471608
SUBC,2003-11-30,0.0,0.0,0.0
MOWI,2003-12-31,0.5750647965380369,0.6834724350677546,0.2498418809488838
FRO,2003-12-31,0.3864125509006038,0.41444725813841665,0.3023084291871651
EQNR,2003-12-31,0.3164640656500883,0.33370321932867436,0.26474660461433003
VEI,2003-12-31,0.21567722933821354,0.2007442570821661,0.26047614610635583
AFG,2003-12-31,0.21034372165295107,0.19647712608652568,0.2519435083522272
TEL,2003-12-31,0.2071258593543831,0.19867068937842336,0.23249136928226238
ELK,2003-12-31,0.10045328333939482,0.046744287658645294,0.26158027038164344
ORK,2003-12-31,0.08438533161323535,0.023945498751325532,0.2657048301989648
STB,2003-12-31,0.02218968427390714,-0.049348583557178395,0.23680448776716376
KOG,2003-12-31,-0.09042998285525335,-0.20623032706874353,0.2569710497852172
VEND,2003-12-31,-0.2716380958300344,0.8425966540853167,-3.6143423455760875
DNB,2003-12-31,-0.3420448278647038,-0.5452521030791783,0.26757699777871957
NOD,2003-12-31,-0.4825661891901878,-0.7286769219857453,0.2557660091964849
TOM,2003-12-31,-0.5201552466082298,-0.7787956652098013,0.2557660091964849
ATEA,2003-12-31,-0.5780365793753433,-0.854837023427186,0.252364752780185
SUBC,2004-02-29,0.0,0.0,0.0
MOWI,2004-03-31,1.1332170173936054,1.679324633043664,-0.5051058295565708
VEND,2004-03-31,0.9510928261118704,0.27736678587142016,2.972270946833221
NOD,2004-03-31,0.5288656553111658,0.8053002853550676,-0.30043823482053983
FRO,2004-03-31,0.4384225714170204,0.4270175944127305,0.4726375024298901
AFG,2004-03-31,0.05848013380260937,0.10327592889142478,-0.07590725146383687
ORK,2004-03-31,0.04981775819478207,-0.13220009134748104,0.5958713068215714
VEI,2004-03-31,-0.07070732210148112,-0.05123201669781098,-0.12913323831249154
EQNR,2004-03-31,-0.10175294958459923,-0.1388558290045766,0.009555688675332899
ELK,2004-03-31,-0.13282394277497164,-0.15737804974046163,-0.05916162187850169
TOM,2004-03-31,-0.30867821677404794,-0.321252832925679,-0.2709543683191546
TEL,2004-03-31,-0.4008544808152735,-0.016082574207894947,-1.555170200637409
KOG,2004-03-31,-0.403758365585312,-0.5413919419284177,0.009142363444005201
DNB,2004-03-31,-0.4451198985831978,-0.7367659216728536,0.42981817068576955
STB,2004-03-31,-0.48673903226187165,-0.2610686832504849,-1.163750079296032
ATEA,2004-03-31,-0.5604720051988583,-0.6040709553967264,-0.42967515460525385
YAR,2004-03-31,,,
SUBC,2004-05-31,0.0,0.0,0.0
MOWI,2004-06-30,0.9405295612305619,1.447601011081622,-0.580684788322619
FRO,2004-06-30,0.5486220016737406,0.6602123938608802,0.21385082511232223
STB,2004-06-30,0.449165279426106,-0.2846726045065178,2.6506789312239776
VEND,2004-06-30,0.41820685422841397,0.32823558842362,0.6881206516427959
ORK,2004-06-30,0.1679005929608281,0.049372681862676515,0.5234843262552829
VEI,2004-06-30,0.14502436942176794,0.09514980321164195,0.2946480680521459
EQNR,2004-06-30,0.05771963770630109,0.04105998224608002,0.1076986040869643
AFG,2004-06-30,0.04529332349185097,0.18175820592454273,-0.3641013238062243
ELK,2004-06-30,-0.03968657851511355,-0.06478687638810304,0.03561431510385494
YAR,2004-06-30,-0.1422109324811302,-0.18961457664150694,
KOG,2004-06-30,-0.3874037741879975,-0.37291000390799567,-0.43088508502800305
TOM,2004-06-30,-0.41526778592739194,-0.5305346868625538,-0.06946708312190648
TEL,2004-06-30,-0.45290893088038553,0.08331861716322878,-2.0615915750112284
ATEA,2004-06-30,-0.4904464263610926,-0.4603081930442786,-0.5808611263115346
DNB,2004-06-30,-0.5737198983411091,-0.8969320357494057,0.39591651388378035
NOD,2004-06-30,-0.588642850220468,-0.5107167157074215,-0.8224212537596077
SUBC,2004-08-31,0.0,0.0,0.0
FRO,2004-09-30,0.8744967266140794,1.0690886011101943,0.2907211031257346
VEND,2004-09-30,0.708059938211566,0.7829532960998732,0.4833798645466443
VEI,2004-09-30,0.65806764714236,0.5806196466618515,0.8904116485838856
ORK,2004-09-30,0.5542246972169156,0.5284752471238592,0.631473047496085
EQNR,2004-09-30,0.46869743528491653,0.5358742608580237,0.2671669585655951
ELK,2004-09-30,0.2529480446810126,0.2853020498567824,0.1558860291537031
AFG,2004-09-30,0.10914870851413613,0.0701998892712363,0.22599516624283567
KOG,2004-09-30,0.013654973511782244,0.006492459589718079,0.03514251527797474
TOM,2004-09-30,-0.09396374860639427,-0.17172001602742037,0.13930505365668405
NOD,2004-09-30,-0.1169688740856291,0.026764067766760158,-0.5481676996427969
STB,2004-09-30,-0.14216510389056225,-0.4272244000443059,0.7130127845706686
TEL,2004-09-30,-0.5583689905565372,0.376789872319673,-3.363845579185168
ATEA,2004-09-30,-0.613907508325122,-0.7646236200453183,-0.16175917316453356
DNB,2004-09-30,-0.8148979939057391,-1.2159484986682518,0.388253520381799
MOWI,2004-09-30,-0.9681857759862341,-1.241922621445275,-0.14697523960911132
YAR,2004-09-30,,,
SUBC,2004-11-30,0.0,0.0,0.0
AFG,2004-12-31,1.3323499221101232,1.005623932748974,2.3125278901935706
FRO,2004-12-31,0.7465382736845468,1.009320284806363,-0.04180775968090125
ORK,2004-12-31,0.521043890440881,0.5052412900010879,0.5684516917602604
YAR,2004-12-31,0.3548305683168102,0.4731074244224136,
VEND,2004-12-31,0.31578753647549573,0.5952628264795704,-0.5226383335367282
VEI,2004-12-31,0.30890481089596505,0.1787681343459167,0.69931484054611
TEL,2004-12-31,0.2548770725219916,0.30676088319286243,0.09922564050937915
EQNR,2004-12-31,0.1618788818475531,0.18314302066590898,0.0980864653924855
ELK,2004-12-31,0.05897086984156287,0.10966751972728106,-0.0931190798155917
TOM,2004-12-31,0.014206167888632201,0.10920863083819299,-0.27080122096005016
STB,2004-12-31,-0.0273637144819876,-0.4174999716492434,1.1430450570197799
KOG,2004-12-31,-0.061488531151701206,0.020101518247209463,-0.3062586793484332
NOD,2004-12-31,-0.5869330856268485,-0.054076122858219694,-2.185503973932735
ATEA,2004-12-31,-0.6638345647859463,-0.6479420664377168,-0.7115120598306348
DNB,2004-12-31,-0.940357405216548,-1.2837898327641,0.08993987742610789
MOWI,2004-12-31,-1.4169986999636557,-1.5963481480373343,-0.8789503557426201
SUBC,2005-02-28,0.0,0.0,0.0
VEI,2005-03-31,0.7910931501245728,0.4044751501029598,1.9509471501894116
AFG,2005-03-31,0.7314575802804916,0.769012262356196,0.6187935340533782
FRO,2005-03-31,0.6039347908866998,0.7295106832092144,0.22720711391915602
VEND,2005-03-31,0.5609059211297934,0.782513024680125,-0.10391538952120147
ORK,2005-03-31,0.381229706655697,0.34752750063882565,0.4823363247063111
EQNR,2005-03-31,0.34712672564255154,0.30703420161469475,0.467404297726122
YAR,2005-03-31,0.3410189866256985,0.45469198216759804,
STB,2005-03-31,0.1761961150955912,-0.06317278995929837,0.8943028302602599
TEL,2005-03-31,0.1716646628908275,0.31137302545132495,-0.24746042479066482
TOM,2005-03-31,-0.016257433422691772,0.05123618964057419,-0.21873830261248967
KOG,2005-03-31,-0.041080874240426876,0.10958095046911491,-0.4930663483690522
DNB,2005-03-31,-0.5727003785403768,-0.833435098848734,0.2095037823846946
NOD,2005-03-31,-0.72988113911075,-0.14378171600874085,-2.4881794084167774
ATEA,2005-03-31,-0.8233871799452049,-0.94214710151725,-0.4671074152290699
MOWI,2005-03-31,-1.3024287122478642,-1.4592290348971266,-0.8320277443000771
SUBC,2005-05-31,0.0,0.0,0.0
AFG,2005-06-30,0.8324840189620819,0.6428452021267839,1.4014004694679763
KOG,2005-06-30,0.7148002345868605,0.2109435521703696,2.226370281836333
YAR,2005-06-30,0.5367737416455011,0.4526633930196469,0.7891047875230633
VEI,2005-06-30,0.5279041913959245,0.49321976473001816,0.6319574713936436
VEND,2005-06-30,0.4368038383903232,0.6640072045838135,-0.24480626019014762
EQNR,2005-06-30,0.30360051024376794,0.42783493047719773,-0.06910275045652137
ORK,2005-06-30,0.22529879658545643,0.3052625594672086,-0.014592492059800118
FRO,2005-06-30,0.13678246212474188,0.3392944249331141,-0.4707534263003747
TEL,2005-06-30,-0.048869898478936885,0.2323092219494096,-0.8924072597639763
STB,2005-06-30,-0.20783382590261001,0.00690464995813162,-0.852049253484835
NOD,2005-06-30,-0.25444200610015333,-0.36217498360400446,0.06875692641140009
TOM,2005-06-30,-0.2940998638728143,0.050315459163315646,-1.327345832981204
MOWI,2005-06-30,-0.7267968003063732,-0.5054607173027538,-1.3908050493172315
ATEA,2005-06-30,-0.8459335396354876,-1.3246912283251646,0.5903395264335437
DNB,2005-06-30,-0.9716230651978068,-1.1468083740931208,-0.4460671385118651
SUBC,2005-08-31,0.0,0.0,0.0
AFG,2005-09-30,0.588577115040799,0.7037079881135935,0.2431844958224154
KOG,2005-09-30,0.523745187077768,0.2733940225203791,1.2747986807499345
VEI,2005-09-30,0.4424886134368542,0.48364800874936614,0.31901042749931846
ORK,2005-09-30,0.42735035885312966,0.36892008686977895,0.6026411748031818
VEND,2005-09-30,0.4137014844997444,0.6823581698987827,-0.3922685716973704
EQNR,2005-09-30,0.31924022156733134,0.37494436039961687,0.15212780507047485
YAR,2005-09-30,0.16976762342609764,0.29164762631775476,-0.19587238524887368
TEL,2005-09-30,0.12925281170310926,0.3011662981151883,-0.38648764753312786
FRO,2005-09-30,0.10845745646355304,0.31474054137407376,-0.5103917982680091
TOM,2005-09-30,-0.013008485081971416,0.32151373117360105,-1.0165751338486888
STB,2005-09-30,-0.2408179043015443,-0.09450136218863489,-0.6797675306402725
MOWI,2005-09-30,-0.5594135191529553,-0.29026516526837737,-1.3668585808066893
ATEA,2005-09-30,-0.5650529629672385,-1.6673688332778107,2.741894647964478
NOD,2005-09-30,-0.6007804990569652,-0.6258518456453399,-0.525566459291841
DNB,2005-09-30,-0.9530285476748221,-1.184081688708119,-0.25986912457493183
SUBC,2005-11-30,0.0,0.0,0.0
VEND,2005-12-31,0.9860887864291603,0.9364982142558689,1.1348605029490348
VEI,2005-12-31,0.6439981813085138,0.5272726308549581,0.9941748326691808
ORK,2005-12-31,0.5375755800332863,0.4300156493014967,0.8602553722286549
AFG,2005-12-31,0.4362100097406749,0.5385954207978728,0.12905377656908137
TEL,2005-12-31,0.3937705940799437,0.3285824192300905,0.5893351186295033
EQNR,2005-12-31,0.3673405453362399,0.4317101787282189,0.17423164516030304
KOG,2005-12-31,0.3573995480705854,0.2902379637007677,0.5588843011800385
YAR,2005-12-31,0.11401548112678246,0.2653492786207166,-0.33998591135502004
TOM,2005-12-31,0.07930540211725881,0.284269985846649,-0.5355883490709117
FRO,2005-12-31,-0.0647979884968878,0.049774263832057256,-0.40851474548372296
NOD,2005-12-31,-0.2770178202593748,-0.5044125044540224,0.40516623232456805
STB,2005-12-31,-0.30606634288032286,-0.24744204307174117,-0.4819392423060681
MOWI,2005-12-31,-0.8917584406627879,-0.1792330474206876,-3.0293346203890885
DNB,2005-12-31,-0.8946576475450119,-1.2704303298926403,0.23266039949787323
ATEA,2005-12-31,-1.2384280887108277,-1.5568176807466279,-0.28325931260342646
SUBC,2006-02-28,0.0,0.0,0.0
VEND,2006-03-31,0.8461561333118446,1.0166982331216674,0.33452983388237656
AFG,2006-03-31,0.6404231126364484,0.8045034419562317,0.1481821246770984
ORK,2006-03-31,0.44525976276670653,0.3719554665854,0.6651726513106261
NHY,2006-03-31,0.4448005669247742,0.5930674225663656,
KOG,2006-03-31,0.43170196670727956,0.10824722538262843,1.4020661906812328
TOM,2006-03-31,0.3638519496632229,0.38266743350498367,0.3074054981379405
VEI,2006-03-31,0.32981850826379644,0.19908456284600518,0.7220203445171703
EQNR,2006-03-31,0.326894434094169,0.39834443464235664,0.11254443244960607
FRO,2006-03-31,0.309526135046971,0.5587481127360325,-0.4381397980202134
TEL,2006-03-31,0.30583516917759346,0.16853651177659673,0.7177311413805835
YAR,2006-03-31,0.14987515536325352,0.32079341626551927,-0.3628796273435437
SALM,2006-03-31,0.034761010673781054,0.04634801423170807,
NOD,2006-03-31,-0.08114502918325427,-0.21066187162365263,0.3074054981379409
STB,2006-03-31,-0.4434194518623865,-0.46649492921901153,-0.3741930197925114
ATEA,2006-03-31,-0.5913399305712003,-0.5427503317863624,-0.7371087269257137
MOWI,2006-03-31,-1.2478035710272164,-0.6547049678075423,-3.027099380686239
DNB,2006-03-31,-1.319040979453657,-1.832842251802758,0.22236283759364683
PROT,2006-03-31,,,
SUBC,2006-05-31,0.0,0.0,0.0
TOM,2006-06-30,0.9411672494696114,0.15950575711861414,3.2861517265226032
VEND,2006-06-30,0.7354730440343862,1.0292421739023976,-0.1458343455696483
VEI,2006-06-30,0.5338367799811906,0.693205030777152,0.05573202759330685
EQNR,2006-06-30,0.49160678945690345,0.6882006598535475,-0.09817482173302866
NHY,2006-06-30,0.42999249662399086,0.5733233288319878,
ORK,2006-06-30,0.30249138590592517,0.391002613159926,0.03695770414392269
TEL,2006-06-30,0.22994376926482785,0.267525414221175,0.11719883439578634
YAR,2006-06-30,0.20912230010842414,0.36302874521903244,-0.2525970352234009
FRO,2006-06-30,0.1616026441658056,0.31274576443284857,-0.29182671663532317
SALM,2006-06-30,0.10103653319079364,0.13471537758772487,
KOG,2006-06-30,0.03405684315484772,0.0692930863404208,-0.07165188640187155
AFG,2006-06-30,-0.030530814621014608,0.005392529506516794,-0.1383008470036088
STB,2006-06-30,-0.2550297761441739,-0.2898731782567013,-0.15049956980659154
NOD,2006-06-30,-0.5170920674644855,-0.6293498666220939,-0.18031866999166057
ATEA,2006-06-30,-0.6441122959807797,-0.705456329474759,-0.4600801954988415
MOWI,2006-06-30,-0.6787049969947583,-0.35637658042635667,-1.6456902466999634
DNB,2006-06-30,-1.2503112111754342,-1.6467262955366855,-0.06106595809168095
PROT,2006-06-30,,,
AKRBP,2006-06-30,,,
SUBC,2006-08-31,0.0,0.0,0.0
AKRBP,2006-09-30,1.9317699947561022,2.5756933263414696,
NHY,2006-09-30,0.5273085130105029,0.7030780173473372,
EQNR,2006-09-30,0.4978229885376964,0.7826296684359128,-0.35659705115695245
MOWI,2006-09-30,0.43860689631478017,-0.4444471897413165,3.08776915448307
TOM,2006-09-30,0.38046844251324374,-0.03444595833334521,1.6252116450530105
SALM,2006-09-30,0.36592140295248865,0.48789520393665153,
YAR,2006-09-30,0.13286144721581816,0.3075531952685173,-0.3912137969422793
ORK,2006-09-30,0.09458828195119466,0.23093652981653115,-0.31445646164481483
VEND,2006-09-30,0.08970296259834225,0.2512974704975066,-0.39508056109915085
TEL,2006-09-30,0.0659298867367823,0.16387780016070028,-0.22791385353497162
VEI,2006-09-30,0.04085098815450825,0.13771591214061835,-0.24974378380382203
AFG,2006-09-30,-0.06970596368682516,0.0016746471983919292,-0.2838477963424764
FRO,2006-09-30,-0.0984583013890877,0.0196093494083657,-0.4526612537814479
NOD,2006-09-30,-0.125057057507572,-0.033453415547225696,-0.399867983388611
PROT,2006-09-30,-0.14668554562343739,-0.19558072749791652,
KOG,2006-09-30,-0.1544690107775411,-0.09376393270345136,-0.33658424499981027
STB,2006-09-30,-0.2860867665372194,-0.25297149242011985,-0.385432588888518
ATEA,2006-09-30,-0.8269430434007803,-0.8994147590206234,-0.6095278965412512
DNB,2006-09-30,-1.3572249795232882,-1.7062821302270592,-0.3100535274119752
SUBC,2006-11-30,0.0,0.0,0.0
TOM,2006-12-31,0.966835170012756,0.21254926237903718,3.229692892913912
AFG,2006-12-31,0.7173204792410989,0.9641499489326997,-0.02316792983370382
VEND,2006-12-31,0.430237303834668,0.3704832311896978,0.6094995217695787
EQNR,2006-12-31,0.22760891575830147,0.38065127618966177,-0.23151816553577953
SALM,2006-12-31,0.21659677214261408,0.2887956961901521,
NHY,2006-12-31,0.20481358948596104,0.2730847859812814,
TEL,2006-12-31,0.1882922240919095,0.16927437652683755,0.24534576678712525
ORK,2006-12-31,0.11925507518348741,0.27200143487995726,-0.3389840039059221
YAR,2006-12-31,0.0833022122825251,0.15506858101666238,-0.13199689391988673
VEI,2006-12-31,0.07847614748829249,0.17928835154379835,-0.22396046467822503
MOWI,2006-12-31,0.06219424984669642,-0.06110471907758435,0.43209115661953873
KOG,2006-12-31,0.04267342908718137,0.13828134634404382,-0.24415032268340597
FRO,2006-12-31,-0.0032979402534927954,0.14956769402246087,-0.4618948430813538
STB,2006-12-31,-0.22393827210073994,-0.16579167898237962,-0.3983780514558209
AKRBP,2006-12-31,-0.28822096036380374,-0.38429461381840496,
